Type,Montant,Nom_src,Ancien_solde_src,Nouveau_solde_src,Nom_dest,Ancien_solde_dest,Nouveau_solde_dest,Date
CASH_IN,246966,Agence_mtn_Ouidah,300000,53034,Alphonse Leclercq-Rousseau,1654692,1901658,2022-03-07
CASH_IN,132434,Agence_mtn_Cotonou,300000,167566,Alphonse Leclercq-Rousseau,1901658,2034092,2022-03-11
CASH_IN,270300,Agence_mtn_Cotonou,300000,29700,Pierre Reynaud,477000,747300,2022-03-19
CASH_IN,157460,Agence_mtn_Abomey,300000,142540,Alix Maillet,74200,231660,2022-03-05
CASH_IN,86918,Agence_mtn_Cotonou,300000,213082,Alix Maillet,231660,318578,2022-03-24
TRANSFER,5627,Philippine Courtois,408600,402973,Rémy de la Roux,396600,402227,2022-03-08
CASH_IN,67422,Agence_mtn_Ouidah,300000,232578,Rémy de la Roux,402227,469649,2022-03-26
CASH_IN,143008,Agence_mtn_Ouidah,300000,156992,Théodore De Oliveira-Nicolas,1047900,1190908,2022-03-16
TRANSFER,921745,Théodore De Oliveira-Nicolas,1190908,269163,Laure Philippe,1956300,1034555,2022-03-18
CASH_IN,28518,Agence_mtn_Ouidah,300000,271482,Cécile Germain,1276900,1305418,2022-03-05
CASH_OUT,168186,Cécile Germain,1305418,1137232,Agence_mtn_Cotonou,300000,131814,2022-03-06
TRANSFER,178990,Cécile Germain,1137232,958242,Margot Riou du Fernandes,1026500,847510,2022-03-07
TRANSFER,539149,Cécile Germain,958242,419093,Frédéric Couturier,1250100,710951,2022-03-21
TRANSFER,94757,Sébastien Vallée,904200,809443,Adèle Labbé,1595800,1501043,2022-03-13
CASH_OUT,626837,Sébastien Vallée,809443,182606,Agence_mtn_Abomey,300000,-326837,2022-03-26
TRANSFER,198848,François Michel-Legros,1071300,872452,Xavier de Lebreton,1708000,1906848,2022-03-01
TRANSFER,1067192,Xavier de Lebreton,1906848,839656,Victoire-Nicole Lopez,1507800,440608,2022-03-01
CASH_IN,170055,Agence_mtn_Abomey,300000,129945,Xavier de Lebreton,839656,1009711,2022-03-05
TRANSFER,138376,Bertrand Le Roux,503400,365024,Xavier de Lebreton,1009711,1148087,2022-03-08
CASH_IN,181442,Agence_mtn_Ouidah,300000,118558,Xavier de Lebreton,1148087,1329529,2022-03-11
TRANSFER,396415,Xavier de Lebreton,1329529,933114,David Guérin,1054400,657985,2022-03-11
TRANSFER,761220,Renée David,1812400,1051180,Xavier de Lebreton,933114,1694334,2022-03-11
TRANSFER,1604572,Xavier de Lebreton,1694334,89762,Philippine Courtois,402973,-1201599,2022-03-13
TRANSFER,1880809,Geneviève Grondin,1961600,80791,Xavier de Lebreton,89762,1970571,2022-03-17
CASH_OUT,1043200,Xavier de Lebreton,1970571,927371,Agence_mtn_Abomey,300000,-743200,2022-03-17
CASH_IN,293027,Agence_mtn_Cotonou,300000,6973,Xavier de Lebreton,927371,1220398,2022-03-17
CASH_IN,21423,Agence_mtn_Ouidah,300000,278577,Xavier de Lebreton,1220398,1241821,2022-03-18
CASH_IN,31543,Agence_mtn_Ouidah,300000,268457,Xavier de Lebreton,1241821,1273364,2022-03-18
CASH_OUT,1090864,Xavier de Lebreton,1273364,182500,Agence_mtn_Abomey,300000,-790864,2022-03-19
CASH_IN,266950,Agence_mtn_Ouidah,300000,33050,Xavier de Lebreton,182500,449450,2022-03-20
CASH_OUT,162286,Xavier de Lebreton,449450,287164,Agence_mtn_Abomey,300000,137714,2022-03-21
TRANSFER,148014,Xavier de Lebreton,287164,139150,Valentine Richard-Bourdon,1593500,1445486,2022-03-21
CASH_IN,296869,Agence_mtn_Abomey,300000,3131,Xavier de Lebreton,139150,436019,2022-03-22
TRANSFER,47588,Xavier de Lebreton,436019,388431,Gabriel Humbert,535800,488212,2022-03-22
CASH_OUT,360148,Xavier de Lebreton,388431,28283,Agence_mtn_Abomey,300000,-60148,2022-03-22
CASH_OUT,5372,Xavier de Lebreton,28283,22911,Agence_mtn_Ouidah,300000,294628,2022-03-22
CASH_OUT,8599,Xavier de Lebreton,22911,14312,Agence_mtn_Abomey,300000,291401,2022-03-23
TRANSFER,6511,Victoire-Nicole Lopez,440608,434097,Xavier de Lebreton,14312,20823,2022-03-24
CASH_IN,2039,Agence_mtn_Cotonou,300000,297961,Xavier de Lebreton,20823,22862,2022-03-27
TRANSFER,1402150,Laurent-Bertrand Lefort,1835500,433350,Vincent Fournier,43600,-1358550,2022-03-02
CASH_IN,162360,Agence_mtn_Cotonou,300000,137640,Laurent-Bertrand Lefort,433350,595710,2022-03-03
TRANSFER,172907,Laurent-Bertrand Lefort,595710,422803,Hortense Lemaire,1934200,1761293,2022-03-03
CASH_OUT,291395,Laurent-Bertrand Lefort,422803,131408,Agence_mtn_Abomey,300000,8605,2022-03-03
TRANSFER,79787,Marcelle Paris,543400,463613,Laurent-Bertrand Lefort,131408,211195,2022-03-04
CASH_IN,110706,Agence_mtn_Ouidah,300000,189294,Laurent-Bertrand Lefort,211195,321901,2022-03-04
TRANSFER,363960,Valentine Martinez,1011300,647340,Laurent-Bertrand Lefort,321901,685861,2022-03-08
CASH_OUT,321756,Laurent-Bertrand Lefort,685861,364105,Agence_mtn_Abomey,300000,-21756,2022-03-08
TRANSFER,31977,Laurent-Bertrand Lefort,364105,332128,David Guérin,657985,626008,2022-03-08
CASH_OUT,42055,Laurent-Bertrand Lefort,332128,290073,Agence_mtn_Ouidah,300000,257945,2022-03-09
TRANSFER,329425,Pénélope Ollivier,503800,174375,Laurent-Bertrand Lefort,290073,619498,2022-03-10
TRANSFER,972304,Nathalie Pages,1482500,510196,Laurent-Bertrand Lefort,619498,1591802,2022-03-14
TRANSFER,1279511,Corinne-Louise Valentin,1310900,31389,Laurent-Bertrand Lefort,1591802,2871313,2022-03-15
CASH_OUT,2455868,Laurent-Bertrand Lefort,2871313,415445,Agence_mtn_Ouidah,300000,-2155868,2022-03-17
CASH_OUT,261170,Laurent-Bertrand Lefort,415445,154275,Agence_mtn_Ouidah,300000,38830,2022-03-17
CASH_IN,193601,Agence_mtn_Ouidah,300000,106399,Laurent-Bertrand Lefort,154275,347876,2022-03-18
TRANSFER,534867,Richard Le Descamps,918500,383633,Laurent-Bertrand Lefort,347876,882743,2022-03-18
TRANSFER,650906,Laurent-Bertrand Lefort,882743,231837,Catherine Faivre,1936300,1285394,2022-03-19
TRANSFER,108395,Laurent-Bertrand Lefort,231837,123442,Gabriel-Tristan Marty,1420400,1312005,2022-03-20
TRANSFER,65579,Laurent-Bertrand Lefort,123442,57863,Aurore Guyon,984400,918821,2022-03-20
CASH_IN,142367,Agence_mtn_Cotonou,300000,157633,Laurent-Bertrand Lefort,57863,200230,2022-03-20
CASH_OUT,109440,Laurent-Bertrand Lefort,200230,90790,Agence_mtn_Ouidah,300000,190560,2022-03-22
CASH_OUT,66502,Laurent-Bertrand Lefort,90790,24288,Agence_mtn_Abomey,300000,233498,2022-03-23
CASH_OUT,20961,Laurent-Bertrand Lefort,24288,3327,Agence_mtn_Cotonou,300000,279039,2022-03-23
CASH_IN,256900,Agence_mtn_Cotonou,300000,43100,Laurent-Bertrand Lefort,3327,260227,2022-03-23
CASH_IN,203956,Agence_mtn_Cotonou,300000,96044,Laurent-Bertrand Lefort,260227,464183,2022-03-24
CASH_IN,69175,Agence_mtn_Abomey,300000,230825,Laurent-Bertrand Lefort,464183,533358,2022-03-25
CASH_IN,271613,Agence_mtn_Ouidah,300000,28387,Laurent-Bertrand Lefort,533358,804971,2022-03-26
TRANSFER,256917,Alexandrie Delmas,449200,192283,Laurent-Bertrand Lefort,804971,1061888,2022-03-27
CASH_OUT,95196,Marcelle Paris,463613,368417,Agence_mtn_Abomey,300000,204804,2022-03-03
CASH_IN,86309,Agence_mtn_Abomey,300000,213691,Marcelle Paris,368417,454726,2022-03-04
CASH_OUT,42258,Marcelle Paris,454726,412468,Agence_mtn_Abomey,300000,257742,2022-03-04
CASH_OUT,64346,Marcelle Paris,412468,348122,Agence_mtn_Abomey,300000,235654,2022-03-06
CASH_OUT,302264,Marcelle Paris,348122,45858,Agence_mtn_Ouidah,300000,-2264,2022-03-07
CASH_IN,285638,Agence_mtn_Ouidah,300000,14362,Marcelle Paris,45858,331496,2022-03-08
CASH_IN,173298,Agence_mtn_Abomey,300000,126702,Marcelle Paris,331496,504794,2022-03-08
CASH_OUT,328658,Marcelle Paris,504794,176136,Agence_mtn_Abomey,300000,-28658,2022-03-09
TRANSFER,170570,Marcelle Paris,176136,5566,Sophie Lévêque,561400,390830,2022-03-10
TRANSFER,272224,Antoine Leleu,636800,364576,Marcelle Paris,5566,277790,2022-03-13
CASH_IN,15944,Agence_mtn_Cotonou,300000,284056,Marcelle Paris,277790,293734,2022-03-14
CASH_OUT,270985,Marcelle Paris,293734,22749,Agence_mtn_Abomey,300000,29015,2022-03-14
CASH_IN,189077,Agence_mtn_Cotonou,300000,110923,Marcelle Paris,22749,211826,2022-03-15
CASH_IN,165529,Agence_mtn_Ouidah,300000,134471,Marcelle Paris,211826,377355,2022-03-16
CASH_OUT,158956,Marcelle Paris,377355,218399,Agence_mtn_Ouidah,300000,141044,2022-03-16
CASH_IN,27064,Agence_mtn_Abomey,300000,272936,Marcelle Paris,218399,245463,2022-03-18
CASH_IN,147091,Agence_mtn_Ouidah,300000,152909,Marcelle Paris,245463,392554,2022-03-21
CASH_OUT,134973,Marcelle Paris,392554,257581,Agence_mtn_Ouidah,300000,165027,2022-03-22
TRANSFER,40370,Franck-Charles Texier,178900,138530,Marcelle Paris,257581,297951,2022-03-23
CASH_OUT,183301,Marcelle Paris,297951,114650,Agence_mtn_Ouidah,300000,116699,2022-03-24
TRANSFER,65130,Marcelle Paris,114650,49520,Zoé Renaud de Boutin,1311000,1245870,2022-03-24
CASH_IN,63883,Agence_mtn_Cotonou,300000,236117,Marcelle Paris,49520,113403,2022-03-26
CASH_OUT,7964,Marcelle Paris,113403,105439,Agence_mtn_Cotonou,300000,292036,2022-03-26
CASH_OUT,82078,Marcelle Paris,105439,23361,Agence_mtn_Ouidah,300000,217922,2022-03-27
CASH_OUT,7808,Marcelle Paris,23361,15553,Agence_mtn_Ouidah,300000,292192,2022-03-27
TRANSFER,433200,Cécile Delattre-Arnaud,751500,318300,François Michel-Legros,872452,439252,2022-03-01
CASH_OUT,310122,Cécile Delattre-Arnaud,318300,8178,Agence_mtn_Ouidah,300000,-10122,2022-03-01
TRANSFER,609276,Laure Philippe,1034555,425279,Cécile Delattre-Arnaud,8178,617454,2022-03-01
CASH_OUT,294353,Cécile Delattre-Arnaud,617454,323101,Agence_mtn_Cotonou,300000,5647,2022-03-01
TRANSFER,853358,Pénélope Dupuis,1314300,460942,Cécile Delattre-Arnaud,323101,1176459,2022-03-01
CASH_IN,1014,Agence_mtn_Ouidah,300000,298986,Cécile Delattre-Arnaud,1176459,1177473,2022-03-04
CASH_OUT,467636,Cécile Delattre-Arnaud,1177473,709837,Agence_mtn_Cotonou,300000,-167636,2022-03-06
CASH_OUT,361731,Cécile Delattre-Arnaud,709837,348106,Agence_mtn_Cotonou,300000,-61731,2022-03-06
CASH_OUT,153606,Cécile Delattre-Arnaud,348106,194500,Agence_mtn_Cotonou,300000,146394,2022-03-07
CASH_IN,43443,Agence_mtn_Cotonou,300000,256557,Cécile Delattre-Arnaud,194500,237943,2022-03-07
CASH_IN,258951,Agence_mtn_Ouidah,300000,41049,Cécile Delattre-Arnaud,237943,496894,2022-03-09
CASH_IN,213011,Agence_mtn_Ouidah,300000,86989,Cécile Delattre-Arnaud,496894,709905,2022-03-10
TRANSFER,207617,Xavier Leblanc-Ferreira,1941100,1733483,Cécile Delattre-Arnaud,709905,917522,2022-03-13
CASH_OUT,543474,Cécile Delattre-Arnaud,917522,374048,Agence_mtn_Cotonou,300000,-243474,2022-03-15
TRANSFER,150404,Cécile Delattre-Arnaud,374048,223644,Valentine Martinez,647340,496936,2022-03-17
CASH_IN,182949,Agence_mtn_Abomey,300000,117051,Cécile Delattre-Arnaud,223644,406593,2022-03-18
CASH_IN,226893,Agence_mtn_Cotonou,300000,73107,Cécile Delattre-Arnaud,406593,633486,2022-03-20
TRANSFER,609559,Cécile Delattre-Arnaud,633486,23927,Émilie Moulin,58700,-550859,2022-03-21
CASH_IN,43376,Agence_mtn_Abomey,300000,256624,Cécile Delattre-Arnaud,23927,67303,2022-03-22
CASH_OUT,48377,Cécile Delattre-Arnaud,67303,18926,Agence_mtn_Ouidah,300000,251623,2022-03-22
CASH_IN,140171,Agence_mtn_Cotonou,300000,159829,Cécile Delattre-Arnaud,18926,159097,2022-03-23
TRANSFER,151083,Cécile Delattre-Arnaud,159097,8014,Alfred du Lesage,38300,-112783,2022-03-25
CASH_OUT,117196,Louis Pichon,149900,32704,Agence_mtn_Abomey,300000,182804,2022-03-02
TRANSFER,12984,Louis Pichon,32704,19720,David Guérin,626008,613024,2022-03-02
TRANSFER,6894,Louis Pichon,19720,12826,Xavier Leblanc-Ferreira,1733483,1726589,2022-03-03
CASH_IN,80815,Agence_mtn_Cotonou,300000,219185,Louis Pichon,12826,93641,2022-03-05
TRANSFER,57196,Louis Pichon,93641,36445,Valérie Dijoux,1491700,1434504,2022-03-06
CASH_OUT,29970,Louis Pichon,36445,6475,Agence_mtn_Abomey,300000,270030,2022-03-07
TRANSFER,4674,Louis Pichon,6475,1801,Vincent Mathieu,1304400,1299726,2022-03-08
CASH_OUT,836,Louis Pichon,1801,965,Agence_mtn_Cotonou,300000,299164,2022-03-10
CASH_OUT,283,Louis Pichon,965,682,Agence_mtn_Cotonou,300000,299717,2022-03-10
CASH_OUT,376,Louis Pichon,682,306,Agence_mtn_Cotonou,300000,299624,2022-03-12
TRANSFER,714400,Claude Foucher,1062700,348300,Louis Pichon,306,714706,2022-03-12
CASH_IN,119525,Agence_mtn_Ouidah,300000,180475,Louis Pichon,714706,834231,2022-03-15
TRANSFER,523616,Louis Pichon,834231,310615,Antoine Leleu,364576,-159040,2022-03-16
TRANSFER,441623,Honoré du Laurent,956400,514777,Louis Pichon,310615,752238,2022-03-16
CASH_OUT,278378,Louis Pichon,752238,473860,Agence_mtn_Cotonou,300000,21622,2022-03-17
TRANSFER,451242,Margot Riou du Fernandes,847510,396268,Louis Pichon,473860,925102,2022-03-18
CASH_OUT,749010,Louis Pichon,925102,176092,Agence_mtn_Ouidah,300000,-449010,2022-03-23
TRANSFER,72299,Louis Pichon,176092,103793,Sébastien Lemaître,1982700,1910401,2022-03-24
TRANSFER,338605,Inès Hamon,634900,296295,Louis Pichon,103793,442398,2022-03-24
CASH_IN,147320,Agence_mtn_Cotonou,300000,152680,Louis Pichon,442398,589718,2022-03-24
TRANSFER,267243,Louis Pichon,589718,322475,Gilbert Foucher,1738400,1471157,2022-03-25
CASH_IN,164657,Agence_mtn_Cotonou,300000,135343,Aurore Guyon,918821,1083478,2022-03-01
TRANSFER,920124,Aurore Guyon,1083478,163354,Aurore Guyon,1083478,2003602,2022-03-02
CASH_IN,17990,Agence_mtn_Cotonou,300000,282010,Aurore Guyon,163354,181344,2022-03-05
TRANSFER,92914,Aurore Guyon,181344,88430,Léon Lecoq,1097100,1004186,2022-03-08
CASH_OUT,66290,Aurore Guyon,88430,22140,Agence_mtn_Ouidah,300000,233710,2022-03-08
CASH_IN,165497,Agence_mtn_Abomey,300000,134503,Aurore Guyon,22140,187637,2022-03-09
CASH_IN,101697,Agence_mtn_Ouidah,300000,198303,Aurore Guyon,187637,289334,2022-03-10
TRANSFER,66579,Aurore Guyon,289334,222755,Richard Le Descamps,383633,317054,2022-03-12
CASH_IN,273353,Agence_mtn_Cotonou,300000,26647,Aurore Guyon,222755,496108,2022-03-13
TRANSFER,142069,Laure Philippe,425279,283210,Aurore Guyon,496108,638177,2022-03-15
CASH_OUT,3631,Aurore Guyon,638177,634546,Agence_mtn_Cotonou,300000,296369,2022-03-15
CASH_IN,205836,Agence_mtn_Abomey,300000,94164,Aurore Guyon,634546,840382,2022-03-16
CASH_IN,14437,Agence_mtn_Abomey,300000,285563,Aurore Guyon,840382,854819,2022-03-18
CASH_OUT,8900,Aurore Guyon,854819,845919,Agence_mtn_Ouidah,300000,291100,2022-03-18
TRANSFER,300394,Bertrand Le Roux,365024,64630,Aurore Guyon,845919,1146313,2022-03-18
CASH_IN,4933,Agence_mtn_Abomey,300000,295067,Aurore Guyon,1146313,1151246,2022-03-18
TRANSFER,107829,Thibault Moreno,359200,251371,Aurore Guyon,1151246,1259075,2022-03-19
TRANSFER,1083779,Aurore Guyon,1259075,175296,Zoé Renaud de Boutin,1245870,162091,2022-03-22
CASH_IN,194037,Agence_mtn_Cotonou,300000,105963,Aurore Guyon,175296,369333,2022-03-23
CASH_OUT,144438,Aurore Guyon,369333,224895,Agence_mtn_Abomey,300000,155562,2022-03-24
CASH_IN,25230,Agence_mtn_Cotonou,300000,274770,Aurore Guyon,224895,250125,2022-03-25
CASH_OUT,60758,Aurore Guyon,250125,189367,Agence_mtn_Cotonou,300000,239242,2022-03-25
CASH_OUT,85768,Aurore Guyon,189367,103599,Agence_mtn_Abomey,300000,214232,2022-03-25
CASH_OUT,23998,Aurore Guyon,103599,79601,Agence_mtn_Ouidah,300000,276002,2022-03-25
CASH_IN,251346,Agence_mtn_Cotonou,300000,48654,Aurore Guyon,79601,330947,2022-03-25
CASH_IN,221980,Agence_mtn_Cotonou,300000,78020,Aurore Guyon,330947,552927,2022-03-25
CASH_IN,88400,Agence_mtn_Abomey,300000,211600,Aurore Guyon,552927,641327,2022-03-27
CASH_IN,287390,Agence_mtn_Abomey,300000,12610,Antoine Leleu,-159040,128350,2022-03-01
CASH_IN,75611,Agence_mtn_Ouidah,300000,224389,Antoine Leleu,128350,203961,2022-03-02
TRANSFER,147812,Antoine Leleu,203961,56149,Antoine Leleu,203961,56149,2022-03-05
CASH_IN,288029,Agence_mtn_Abomey,300000,11971,Antoine Leleu,56149,344178,2022-03-07
TRANSFER,473053,Adèle Labbé,1501043,1027990,Antoine Leleu,344178,817231,2022-03-07
CASH_OUT,527028,Antoine Leleu,817231,290203,Agence_mtn_Ouidah,300000,-227028,2022-03-07
CASH_IN,197462,Agence_mtn_Abomey,300000,102538,Antoine Leleu,290203,487665,2022-03-07
CASH_IN,31404,Agence_mtn_Ouidah,300000,268596,Antoine Leleu,487665,519069,2022-03-08
TRANSFER,1354287,Margot Renaud,1484400,130113,Antoine Leleu,519069,1873356,2022-03-09
CASH_OUT,202676,Antoine Leleu,1873356,1670680,Agence_mtn_Cotonou,300000,97324,2022-03-10
CASH_OUT,388740,Antoine Leleu,1670680,1281940,Agence_mtn_Ouidah,300000,-88740,2022-03-11
CASH_OUT,1212517,Antoine Leleu,1281940,69423,Agence_mtn_Cotonou,300000,-912517,2022-03-12
TRANSFER,25023,Antoine Leleu,69423,44400,Étienne Roche,63500,38477,2022-03-13
CASH_IN,21468,Agence_mtn_Cotonou,300000,278532,Antoine Leleu,44400,65868,2022-03-13
CASH_IN,54658,Agence_mtn_Ouidah,300000,245342,Antoine Leleu,65868,120526,2022-03-15
TRANSFER,185089,Honoré du Laurent,514777,329688,Antoine Leleu,120526,305615,2022-03-16
CASH_IN,70171,Agence_mtn_Cotonou,300000,229829,Antoine Leleu,305615,375786,2022-03-17
CASH_IN,266569,Agence_mtn_Cotonou,300000,33431,Antoine Leleu,375786,642355,2022-03-18
CASH_OUT,210462,Antoine Leleu,642355,431893,Agence_mtn_Abomey,300000,89538,2022-03-20
TRANSFER,1676616,Thierry Delattre-Simon,1720800,44184,Antoine Leleu,431893,2108509,2022-03-21
CASH_OUT,184213,Antoine Leleu,2108509,1924296,Agence_mtn_Ouidah,300000,115787,2022-03-21
TRANSFER,294240,Antoine Leleu,1924296,1630056,Rémy Le Michaud,535700,241460,2022-03-23
CASH_IN,240431,Agence_mtn_Cotonou,300000,59569,Antoine Leleu,1630056,1870487,2022-03-24
TRANSFER,93417,David du Blondel,1092900,999483,Antoine Leleu,1870487,1963904,2022-03-25
TRANSFER,101187,Margot Renaud,130113,28926,Antoine Leleu,1963904,2065091,2022-03-25
CASH_OUT,975409,Antoine Leleu,2065091,1089682,Agence_mtn_Abomey,300000,-675409,2022-03-26
CASH_IN,175939,Agence_mtn_Cotonou,300000,124061,Éléonore-Hélène Dubois,-839034,-663095,2022-03-01
CASH_IN,270678,Agence_mtn_Ouidah,300000,29322,Éléonore-Hélène Dubois,-663095,-392417,2022-03-02
CASH_IN,195223,Agence_mtn_Abomey,300000,104777,Éléonore-Hélène Dubois,-392417,-197194,2022-03-02
CASH_IN,138054,Agence_mtn_Ouidah,300000,161946,Éléonore-Hélène Dubois,-197194,-59140,2022-03-03
CASH_IN,277285,Agence_mtn_Cotonou,300000,22715,Éléonore-Hélène Dubois,-59140,218145,2022-03-03
TRANSFER,138210,Éléonore-Hélène Dubois,218145,79935,David du Blondel,999483,861273,2022-03-04
CASH_OUT,17250,Éléonore-Hélène Dubois,79935,62685,Agence_mtn_Cotonou,300000,282750,2022-03-04
TRANSFER,398050,Pénélope Dupuis,460942,62892,Éléonore-Hélène Dubois,62685,460735,2022-03-08
CASH_IN,137728,Agence_mtn_Abomey,300000,162272,Éléonore-Hélène Dubois,460735,598463,2022-03-09
CASH_OUT,497546,Éléonore-Hélène Dubois,598463,100917,Agence_mtn_Ouidah,300000,-197546,2022-03-10
TRANSFER,37249,Franck-Charles Texier,138530,101281,Éléonore-Hélène Dubois,100917,138166,2022-03-10
TRANSFER,58403,Éléonore-Hélène Dubois,138166,79763,Gabriel Humbert,488212,429809,2022-03-11
CASH_OUT,23691,Éléonore-Hélène Dubois,79763,56072,Agence_mtn_Ouidah,300000,276309,2022-03-11
CASH_IN,133358,Agence_mtn_Abomey,300000,166642,Éléonore-Hélène Dubois,56072,189430,2022-03-12
CASH_OUT,187826,Éléonore-Hélène Dubois,189430,1604,Agence_mtn_Ouidah,300000,112174,2022-03-12
CASH_IN,207708,Agence_mtn_Abomey,300000,92292,Éléonore-Hélène Dubois,1604,209312,2022-03-14
TRANSFER,205405,Éléonore-Hélène Dubois,209312,3907,Thibault Moreno,251371,45966,2022-03-15
CASH_OUT,562,Éléonore-Hélène Dubois,3907,3345,Agence_mtn_Abomey,300000,299438,2022-03-17
CASH_IN,207693,Agence_mtn_Ouidah,300000,92307,Éléonore-Hélène Dubois,3345,211038,2022-03-17
TRANSFER,240382,Victoire-Nicole Lopez,434097,193715,Éléonore-Hélène Dubois,211038,451420,2022-03-17
TRANSFER,178490,Rémy Le Michaud,241460,62970,Éléonore-Hélène Dubois,451420,629910,2022-03-17
CASH_OUT,467665,Éléonore-Hélène Dubois,629910,162245,Agence_mtn_Cotonou,300000,-167665,2022-03-19
TRANSFER,77818,David Guérin,613024,535206,Éléonore-Hélène Dubois,162245,240063,2022-03-21
CASH_OUT,31570,Éléonore-Hélène Dubois,240063,208493,Agence_mtn_Abomey,300000,268430,2022-03-25
CASH_IN,208641,Agence_mtn_Cotonou,300000,91359,Éléonore-Hélène Dubois,208493,417134,2022-03-26
TRANSFER,12005,Jeanne Garnier,30400,18395,Éléonore-Hélène Dubois,417134,429139,2022-03-27
CASH_OUT,652244,Adèle Labbé,1027990,375746,Agence_mtn_Abomey,300000,-352244,2022-03-01
CASH_OUT,352129,Adèle Labbé,375746,23617,Agence_mtn_Cotonou,300000,-52129,2022-03-03
CASH_IN,290552,Agence_mtn_Abomey,300000,9448,Adèle Labbé,23617,314169,2022-03-04
TRANSFER,56516,Alphonse Le Olivier,677400,620884,Adèle Labbé,314169,370685,2022-03-06
CASH_OUT,31392,Adèle Labbé,370685,339293,Agence_mtn_Ouidah,300000,268608,2022-03-08
CASH_OUT,257639,Adèle Labbé,339293,81654,Agence_mtn_Cotonou,300000,42361,2022-03-10
TRANSFER,77469,Adèle Labbé,81654,4185,Thibault Moreno,45966,-31503,2022-03-10
CASH_OUT,3984,Adèle Labbé,4185,201,Agence_mtn_Ouidah,300000,296016,2022-03-10
CASH_OUT,175,Adèle Labbé,201,26,Agence_mtn_Abomey,300000,299825,2022-03-11
CASH_IN,240716,Agence_mtn_Cotonou,300000,59284,Adèle Labbé,26,240742,2022-03-12
CASH_IN,129057,Agence_mtn_Ouidah,300000,170943,Adèle Labbé,240742,369799,2022-03-15
CASH_OUT,21371,Adèle Labbé,369799,348428,Agence_mtn_Cotonou,300000,278629,2022-03-16
CASH_OUT,167747,Adèle Labbé,348428,180681,Agence_mtn_Cotonou,300000,132253,2022-03-16
CASH_IN,216988,Agence_mtn_Ouidah,300000,83012,Adèle Labbé,180681,397669,2022-03-16
TRANSFER,164846,Inès Hamon,296295,131449,Adèle Labbé,397669,562515,2022-03-17
CASH_OUT,272261,Adèle Labbé,562515,290254,Agence_mtn_Abomey,300000,27739,2022-03-18
CASH_OUT,68012,Adèle Labbé,290254,222242,Agence_mtn_Abomey,300000,231988,2022-03-18
CASH_IN,101265,Agence_mtn_Abomey,300000,198735,Adèle Labbé,222242,323507,2022-03-19
CASH_OUT,121401,Adèle Labbé,323507,202106,Agence_mtn_Abomey,300000,178599,2022-03-21
TRANSFER,313664,Gilbert Foucher,1471157,1157493,Adèle Labbé,202106,515770,2022-03-21
TRANSFER,147419,Adèle Labbé,515770,368351,Honoré du Laurent,329688,182269,2022-03-22
CASH_OUT,92710,Adèle Labbé,368351,275641,Agence_mtn_Abomey,300000,207290,2022-03-22
TRANSFER,191218,François Michel-Legros,439252,248034,Adèle Labbé,275641,466859,2022-03-23
CASH_OUT,150867,Adèle Labbé,466859,315992,Agence_mtn_Abomey,300000,149133,2022-03-25
CASH_IN,31940,Agence_mtn_Abomey,300000,268060,Adèle Labbé,315992,347932,2022-03-27
CASH_OUT,571227,Vincent Mathieu,1299726,728499,Agence_mtn_Ouidah,300000,-271227,2022-03-01
CASH_IN,261680,Agence_mtn_Ouidah,300000,38320,Vincent Mathieu,728499,990179,2022-03-02
TRANSFER,174032,Simone Pineau,657700,483668,Vincent Mathieu,990179,1164211,2022-03-02
TRANSFER,176233,Eugène Poulain,1146200,969967,Vincent Mathieu,1164211,1340444,2022-03-05
TRANSFER,9190,Édouard Nguyen,44100,34910,Vincent Mathieu,1340444,1349634,2022-03-07
CASH_IN,64441,Agence_mtn_Cotonou,300000,235559,Vincent Mathieu,1349634,1414075,2022-03-07
CASH_IN,2463,Agence_mtn_Abomey,300000,297537,Vincent Mathieu,1414075,1416538,2022-03-07
CASH_OUT,251234,Vincent Mathieu,1416538,1165304,Agence_mtn_Ouidah,300000,48766,2022-03-08
TRANSFER,293064,Emmanuelle Georges,1321000,1027936,Vincent Mathieu,1165304,1458368,2022-03-08
CASH_IN,135344,Agence_mtn_Cotonou,300000,164656,Vincent Mathieu,1458368,1593712,2022-03-09
CASH_IN,242336,Agence_mtn_Cotonou,300000,57664,Vincent Mathieu,1593712,1836048,2022-03-09
TRANSFER,1350246,Vincent Mathieu,1836048,485802,Nathalie Pages,510196,-840050,2022-03-10
CASH_OUT,156870,Vincent Mathieu,485802,328932,Agence_mtn_Abomey,300000,143130,2022-03-12
CASH_IN,268140,Agence_mtn_Abomey,300000,31860,Vincent Mathieu,328932,597072,2022-03-13
CASH_OUT,68692,Vincent Mathieu,597072,528380,Agence_mtn_Abomey,300000,231308,2022-03-14
CASH_OUT,140886,Vincent Mathieu,528380,387494,Agence_mtn_Abomey,300000,159114,2022-03-15
CASH_OUT,346312,Vincent Mathieu,387494,41182,Agence_mtn_Abomey,300000,-46312,2022-03-15
TRANSFER,11070,Vincent Mathieu,41182,30112,Valentine Martinez,496936,485866,2022-03-16
CASH_IN,74315,Agence_mtn_Ouidah,300000,225685,Vincent Mathieu,30112,104427,2022-03-17
TRANSFER,50687,Vincent Mathieu,104427,53740,Thierry Delattre-Simon,44184,-6503,2022-03-17
