relative_to,sender,receiver,operator,type,date,amount
,,,mtn,CASH_OUT,2022-04-17,82400
,,Marie Letellier,mtn,CASH_IN,2022-04-18,224500
,,Marie Letellier,mtn,CASH_IN,2022-04-19,433800
Marie Letellier,Marie Letellier,Guillaume Le Chauvin,mtn,TRANSFER,2022-04-20,230800
Guillaume Le Chauvin,Marie Letellier,Guillaume Le Chauvin,mtn,RECEIPT,2022-04-20,230800
,,,mtn,CASH_OUT,2022-04-20,470600
Marie Letellier,Gilbert Paul,Marie Letellier,mtn,RECEIPT,2022-04-21,146000
Gilbert Paul,Gilbert Paul,Marie Letellier,mtn,TRANSFER,2022-04-21,146000
,,,mtn,CASH_OUT,2022-04-21,15000
,,Marie Letellier,mtn,CASH_IN,2022-04-21,493700
Marie Letellier,Léon Gallet,Marie Letellier,mtn,RECEIPT,2022-04-21,49500
Léon Gallet,Léon Gallet,Marie Letellier,mtn,TRANSFER,2022-04-21,49500
,,,mtn,CASH_OUT,2022-04-23,398200
,,,mtn,CASH_OUT,2022-04-24,343500
Marie Letellier,Susan Le Lejeune,Marie Letellier,mtn,RECEIPT,2022-04-24,41900
Susan Le Lejeune,Susan Le Lejeune,Marie Letellier,mtn,TRANSFER,2022-04-24,41900
Marie Letellier,Marie Letellier,Rémy Renault de Laroche,mtn,TRANSFER,2022-04-24,196100
Rémy Renault de Laroche,Marie Letellier,Rémy Renault de Laroche,mtn,RECEIPT,2022-04-24,196100
Marie Letellier,Rémy du Delaunay,Marie Letellier,mtn,RECEIPT,2022-04-26,269700
Rémy du Delaunay,Rémy du Delaunay,Marie Letellier,mtn,TRANSFER,2022-04-26,269700
,,Marie Letellier,mtn,CASH_IN,2022-04-27,274800
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-02,443500
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-03,317900
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Roland Étienne,moov,TRANSFER,2022-04-04,375900
Roland Étienne,Guillaume Valentin-Fleury,Roland Étienne,moov,RECEIPT,2022-04-04,375900
,,,moov,CASH_OUT,2022-04-05,82700
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Matthieu-Étienne Legendre,moov,TRANSFER,2022-04-06,203300
Matthieu-Étienne Legendre,Guillaume Valentin-Fleury,Matthieu-Étienne Legendre,moov,RECEIPT,2022-04-06,203300
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-06,353500
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-08,23700
,,,moov,CASH_OUT,2022-04-10,431300
Guillaume Valentin-Fleury,Émile-Paul Letellier,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-10,1200
Émile-Paul Letellier,Émile-Paul Letellier,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-10,1200
Guillaume Valentin-Fleury,Alfred Meunier,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-11,313500
Alfred Meunier,Alfred Meunier,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-11,313500
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-11,315700
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Léon Gallet,moov,TRANSFER,2022-04-13,453900
Léon Gallet,Guillaume Valentin-Fleury,Léon Gallet,moov,RECEIPT,2022-04-13,453900
Guillaume Valentin-Fleury,Michel-François Pineau,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-16,494600
Michel-François Pineau,Michel-François Pineau,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-16,494600
,,,moov,CASH_OUT,2022-04-16,398600
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Olivie Dumont,moov,TRANSFER,2022-04-19,75400
Olivie Dumont,Guillaume Valentin-Fleury,Olivie Dumont,moov,RECEIPT,2022-04-19,75400
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-19,406500
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-22,96800
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-22,89900
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Jacqueline Fernandez,moov,TRANSFER,2022-04-23,82500
Jacqueline Fernandez,Guillaume Valentin-Fleury,Jacqueline Fernandez,moov,RECEIPT,2022-04-23,82500
,,,moov,CASH_OUT,2022-04-25,309500
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-25,150800
Guillaume Valentin-Fleury,Caroline Roche,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-25,9600
Caroline Roche,Caroline Roche,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-25,9600
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Jacques Devaux-Ruiz,moov,TRANSFER,2022-04-26,162700
Jacques Devaux-Ruiz,Guillaume Valentin-Fleury,Jacques Devaux-Ruiz,moov,RECEIPT,2022-04-26,162700
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-26,106700
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-27,124500
Guillaume Valentin-Fleury,Mathilde du Clerc,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-27,234300
Mathilde du Clerc,Mathilde du Clerc,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-27,234300
Guillaume Valentin-Fleury,Yves Mary,Guillaume Valentin-Fleury,moov,RECEIPT,2022-04-27,486000
Yves Mary,Yves Mary,Guillaume Valentin-Fleury,moov,TRANSFER,2022-04-27,486000
,,Guillaume Valentin-Fleury,moov,CASH_IN,2022-04-27,382200
Guillaume Valentin-Fleury,Guillaume Valentin-Fleury,Honoré De Sousa-Bruneau,moov,TRANSFER,2022-04-27,74000
Honoré De Sousa-Bruneau,Guillaume Valentin-Fleury,Honoré De Sousa-Bruneau,moov,RECEIPT,2022-04-27,74000
Gabrielle Mendès,Luc Guibert du Le Gall,Gabrielle Mendès,mtn,RECEIPT,2022-04-01,238200
Luc Guibert du Le Gall,Luc Guibert du Le Gall,Gabrielle Mendès,mtn,TRANSFER,2022-04-01,238200
Gabrielle Mendès,Olivie Dumont,Gabrielle Mendès,mtn,RECEIPT,2022-04-02,40000
Olivie Dumont,Olivie Dumont,Gabrielle Mendès,mtn,TRANSFER,2022-04-02,40000
Gabrielle Mendès,Alice Brunet du Pascal,Gabrielle Mendès,mtn,RECEIPT,2022-04-02,135200
Alice Brunet du Pascal,Alice Brunet du Pascal,Gabrielle Mendès,mtn,TRANSFER,2022-04-02,135200
Gabrielle Mendès,Honoré De Sousa-Bruneau,Gabrielle Mendès,mtn,RECEIPT,2022-04-02,274900
Honoré De Sousa-Bruneau,Honoré De Sousa-Bruneau,Gabrielle Mendès,mtn,TRANSFER,2022-04-02,274900
,,,mtn,CASH_OUT,2022-04-03,108700
Gabrielle Mendès,Daniel Courtois,Gabrielle Mendès,mtn,RECEIPT,2022-04-03,41100
Daniel Courtois,Daniel Courtois,Gabrielle Mendès,mtn,TRANSFER,2022-04-03,41100
Gabrielle Mendès,Mathilde Petitjean,Gabrielle Mendès,mtn,RECEIPT,2022-04-04,429100
Mathilde Petitjean,Mathilde Petitjean,Gabrielle Mendès,mtn,TRANSFER,2022-04-04,429100
Gabrielle Mendès,Rémy du Delaunay,Gabrielle Mendès,mtn,RECEIPT,2022-04-04,208200
Rémy du Delaunay,Rémy du Delaunay,Gabrielle Mendès,mtn,TRANSFER,2022-04-04,208200
,,Gabrielle Mendès,mtn,CASH_IN,2022-04-06,199600
Gabrielle Mendès,Gabrielle Mendès,Jacqueline Fernandez,mtn,TRANSFER,2022-04-07,413500
Jacqueline Fernandez,Gabrielle Mendès,Jacqueline Fernandez,mtn,RECEIPT,2022-04-07,413500
,,,mtn,CASH_OUT,2022-04-08,486900
,,,mtn,CASH_OUT,2022-04-09,186700
Gabrielle Mendès,Gilbert du Foucher,Gabrielle Mendès,mtn,RECEIPT,2022-04-11,437300
Gilbert du Foucher,Gilbert du Foucher,Gabrielle Mendès,mtn,TRANSFER,2022-04-11,437300
Gabrielle Mendès,Gabrielle Mendès,Laetitia Lefort,mtn,TRANSFER,2022-04-12,469800
Laetitia Lefort,Gabrielle Mendès,Laetitia Lefort,mtn,RECEIPT,2022-04-12,469800
Gabrielle Mendès,Gabrielle Mendès,Capucine-Dorothée Petit,mtn,TRANSFER,2022-04-12,487000
Capucine-Dorothée Petit,Gabrielle Mendès,Capucine-Dorothée Petit,mtn,RECEIPT,2022-04-12,487000
Gabrielle Mendès,Gilbert Paul,Gabrielle Mendès,mtn,RECEIPT,2022-04-13,305900
Gilbert Paul,Gilbert Paul,Gabrielle Mendès,mtn,TRANSFER,2022-04-13,305900
,,Gabrielle Mendès,mtn,CASH_IN,2022-04-13,407100
Gabrielle Mendès,Gabrielle Mendès,Guillaume Le Chauvin,mtn,TRANSFER,2022-04-15,305900
Guillaume Le Chauvin,Gabrielle Mendès,Guillaume Le Chauvin,mtn,RECEIPT,2022-04-15,305900
Gabrielle Mendès,Henri-Gilles Lefort,Gabrielle Mendès,mtn,RECEIPT,2022-04-15,370100
Henri-Gilles Lefort,Henri-Gilles Lefort,Gabrielle Mendès,mtn,TRANSFER,2022-04-15,370100
,,Gabrielle Mendès,mtn,CASH_IN,2022-04-15,347300
,,Gabrielle Mendès,mtn,CASH_IN,2022-04-15,179700
Gabrielle Mendès,Gabrielle Mendès,Pauline Collin-Lesage,mtn,TRANSFER,2022-04-20,31700
Pauline Collin-Lesage,Gabrielle Mendès,Pauline Collin-Lesage,mtn,RECEIPT,2022-04-20,31700
,,,mtn,CASH_OUT,2022-04-21,177800
,,,mtn,CASH_OUT,2022-04-21,210500
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-01,338600
Matthieu-Étienne Legendre,Émile-Paul Letellier,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-04-02,370700
Émile-Paul Letellier,Émile-Paul Letellier,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-04-02,370700
,,,mtn,CASH_OUT,2022-04-02,211600
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Jacqueline Fernandez,mtn,TRANSFER,2022-04-02,454000
Jacqueline Fernandez,Matthieu-Étienne Legendre,Jacqueline Fernandez,mtn,RECEIPT,2022-04-02,454000
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-05,149600
Matthieu-Étienne Legendre,Rémy Renault de Laroche,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-04-07,206700
Rémy Renault de Laroche,Rémy Renault de Laroche,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-04-07,206700
,,,mtn,CASH_OUT,2022-04-08,273200
Matthieu-Étienne Legendre,Laetitia Lefort,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-04-09,215000
Laetitia Lefort,Laetitia Lefort,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-04-09,215000
,,,mtn,CASH_OUT,2022-04-09,486600
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Roland Étienne,mtn,TRANSFER,2022-04-10,446400
Roland Étienne,Matthieu-Étienne Legendre,Roland Étienne,mtn,RECEIPT,2022-04-10,446400
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Édouard Mahe,mtn,TRANSFER,2022-04-12,410200
Édouard Mahe,Matthieu-Étienne Legendre,Édouard Mahe,mtn,RECEIPT,2022-04-12,410200
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-12,41100
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Guillaume Le Chauvin,mtn,TRANSFER,2022-04-13,8300
Guillaume Le Chauvin,Matthieu-Étienne Legendre,Guillaume Le Chauvin,mtn,RECEIPT,2022-04-13,8300
,,,mtn,CASH_OUT,2022-04-14,152900
,,,mtn,CASH_OUT,2022-04-16,214800
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Noémi Perrin,mtn,TRANSFER,2022-04-16,193600
Noémi Perrin,Matthieu-Étienne Legendre,Noémi Perrin,mtn,RECEIPT,2022-04-16,193600
Matthieu-Étienne Legendre,Christine Le Jacquet,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-04-17,242600
Christine Le Jacquet,Christine Le Jacquet,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-04-17,242600
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,René de la Descamps,mtn,TRANSFER,2022-04-18,497300
René de la Descamps,Matthieu-Étienne Legendre,René de la Descamps,mtn,RECEIPT,2022-04-18,497300
,,,mtn,CASH_OUT,2022-04-19,181600
,,,mtn,CASH_OUT,2022-04-19,399500
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Adrienne Delattre,mtn,TRANSFER,2022-04-22,285000
Adrienne Delattre,Matthieu-Étienne Legendre,Adrienne Delattre,mtn,RECEIPT,2022-04-22,285000
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Bertrand-Bernard Faivre,mtn,TRANSFER,2022-04-23,336500
Bertrand-Bernard Faivre,Matthieu-Étienne Legendre,Bertrand-Bernard Faivre,mtn,RECEIPT,2022-04-23,336500
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Adrienne Delattre,mtn,TRANSFER,2022-04-24,417200
Adrienne Delattre,Matthieu-Étienne Legendre,Adrienne Delattre,mtn,RECEIPT,2022-04-24,417200
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Alfred Meunier,mtn,TRANSFER,2022-04-24,102000
Alfred Meunier,Matthieu-Étienne Legendre,Alfred Meunier,mtn,RECEIPT,2022-04-24,102000
Matthieu-Étienne Legendre,Capucine-Dorothée Petit,Matthieu-Étienne Legendre,mtn,RECEIPT,2022-04-24,353100
Capucine-Dorothée Petit,Capucine-Dorothée Petit,Matthieu-Étienne Legendre,mtn,TRANSFER,2022-04-24,353100
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-25,281000
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-25,454700
,,Matthieu-Étienne Legendre,mtn,CASH_IN,2022-04-27,290900
,,,mtn,CASH_OUT,2022-04-27,86900
,,Patrick Gaillard,mtn,CASH_IN,2022-04-01,21000
,,Patrick Gaillard,mtn,CASH_IN,2022-04-01,64500
Patrick Gaillard,Patrick Gaillard,Gilbert-Stéphane Blanchet,mtn,TRANSFER,2022-04-03,397400
Gilbert-Stéphane Blanchet,Patrick Gaillard,Gilbert-Stéphane Blanchet,mtn,RECEIPT,2022-04-03,397400
Patrick Gaillard,Thomas-Victor Regnier,Patrick Gaillard,mtn,RECEIPT,2022-04-04,272200
Thomas-Victor Regnier,Thomas-Victor Regnier,Patrick Gaillard,mtn,TRANSFER,2022-04-04,272200
,,Patrick Gaillard,mtn,CASH_IN,2022-04-04,252600
Patrick Gaillard,Patrick Gaillard,Yves Brunet,mtn,TRANSFER,2022-04-06,79100
Yves Brunet,Patrick Gaillard,Yves Brunet,mtn,RECEIPT,2022-04-06,79100
Patrick Gaillard,Josette Robin,Patrick Gaillard,mtn,RECEIPT,2022-04-06,68000
Josette Robin,Josette Robin,Patrick Gaillard,mtn,TRANSFER,2022-04-06,68000
,,Patrick Gaillard,mtn,CASH_IN,2022-04-07,206100
Patrick Gaillard,Patrick Gaillard,Mathilde du Clerc,mtn,TRANSFER,2022-04-08,207700
Mathilde du Clerc,Patrick Gaillard,Mathilde du Clerc,mtn,RECEIPT,2022-04-08,207700
Patrick Gaillard,Louis Pereira,Patrick Gaillard,mtn,RECEIPT,2022-04-08,83100
Louis Pereira,Louis Pereira,Patrick Gaillard,mtn,TRANSFER,2022-04-08,83100
Patrick Gaillard,Olivie Meyer,Patrick Gaillard,mtn,RECEIPT,2022-04-10,22100
Olivie Meyer,Olivie Meyer,Patrick Gaillard,mtn,TRANSFER,2022-04-10,22100
Patrick Gaillard,Augustin Chevallier,Patrick Gaillard,mtn,RECEIPT,2022-04-10,342200
Augustin Chevallier,Augustin Chevallier,Patrick Gaillard,mtn,TRANSFER,2022-04-10,342200
Patrick Gaillard,Léon Mary,Patrick Gaillard,mtn,RECEIPT,2022-04-12,13300
Léon Mary,Léon Mary,Patrick Gaillard,mtn,TRANSFER,2022-04-12,13300
,,Patrick Gaillard,mtn,CASH_IN,2022-04-14,494200
Patrick Gaillard,Patrick Gaillard,Bertrand-Bernard Faivre,mtn,TRANSFER,2022-04-14,320700
Bertrand-Bernard Faivre,Patrick Gaillard,Bertrand-Bernard Faivre,mtn,RECEIPT,2022-04-14,320700
,,Patrick Gaillard,mtn,CASH_IN,2022-04-16,252900
Patrick Gaillard,Patrick Gaillard,Pauline Collin-Lesage,mtn,TRANSFER,2022-04-19,306200
Pauline Collin-Lesage,Patrick Gaillard,Pauline Collin-Lesage,mtn,RECEIPT,2022-04-19,306200
,,Patrick Gaillard,mtn,CASH_IN,2022-04-20,171000
Patrick Gaillard,Patrick Gaillard,Claude Lemaire,mtn,TRANSFER,2022-04-21,271000
Claude Lemaire,Patrick Gaillard,Claude Lemaire,mtn,RECEIPT,2022-04-21,271000
Patrick Gaillard,Patrick Gaillard,Yves Brunet,mtn,TRANSFER,2022-04-25,184200
Yves Brunet,Patrick Gaillard,Yves Brunet,mtn,RECEIPT,2022-04-25,184200
Patrick Gaillard,Constance Chrétien-Briand,Patrick Gaillard,mtn,RECEIPT,2022-04-26,63800
Constance Chrétien-Briand,Constance Chrétien-Briand,Patrick Gaillard,mtn,TRANSFER,2022-04-26,63800
,,,moov,CASH_OUT,2022-04-01,11800
,,Daniel Courtois,moov,CASH_IN,2022-04-02,197300
,,,moov,CASH_OUT,2022-04-03,291900
Daniel Courtois,Daniel Courtois,Gilbert du Foucher,moov,TRANSFER,2022-04-04,129000
Gilbert du Foucher,Daniel Courtois,Gilbert du Foucher,moov,RECEIPT,2022-04-04,129000
,,,moov,CASH_OUT,2022-04-04,203100
Daniel Courtois,Émilie de la Adam,Daniel Courtois,moov,RECEIPT,2022-04-04,454700
Émilie de la Adam,Émilie de la Adam,Daniel Courtois,moov,TRANSFER,2022-04-04,454700
,,,moov,CASH_OUT,2022-04-04,301600
,,Daniel Courtois,moov,CASH_IN,2022-04-05,295900
Daniel Courtois,Yves Mary,Daniel Courtois,moov,RECEIPT,2022-04-08,102500
Yves Mary,Yves Mary,Daniel Courtois,moov,TRANSFER,2022-04-08,102500
,,Daniel Courtois,moov,CASH_IN,2022-04-08,312800
Daniel Courtois,Daniel Courtois,Olivie Meyer,moov,TRANSFER,2022-04-08,263300
Olivie Meyer,Daniel Courtois,Olivie Meyer,moov,RECEIPT,2022-04-08,263300
Daniel Courtois,Daniel Courtois,Laetitia Lefort,moov,TRANSFER,2022-04-09,88800
Laetitia Lefort,Daniel Courtois,Laetitia Lefort,moov,RECEIPT,2022-04-09,88800
,,,moov,CASH_OUT,2022-04-09,129700
,,Daniel Courtois,moov,CASH_IN,2022-04-10,76400
Daniel Courtois,Daniel Courtois,René de la Descamps,moov,TRANSFER,2022-04-13,218600
René de la Descamps,Daniel Courtois,René de la Descamps,moov,RECEIPT,2022-04-13,218600
Daniel Courtois,Bertrand-Benoît Pereira,Daniel Courtois,moov,RECEIPT,2022-04-13,164100
Bertrand-Benoît Pereira,Bertrand-Benoît Pereira,Daniel Courtois,moov,TRANSFER,2022-04-13,164100
Daniel Courtois,Alphonse Gros,Daniel Courtois,moov,RECEIPT,2022-04-13,250800
Alphonse Gros,Alphonse Gros,Daniel Courtois,moov,TRANSFER,2022-04-13,250800
,,Daniel Courtois,moov,CASH_IN,2022-04-14,352100
,,,moov,CASH_OUT,2022-04-15,478500
,,Daniel Courtois,moov,CASH_IN,2022-04-16,373700
Daniel Courtois,Émilie de la Adam,Daniel Courtois,moov,RECEIPT,2022-04-19,246800
Émilie de la Adam,Émilie de la Adam,Daniel Courtois,moov,TRANSFER,2022-04-19,246800
Daniel Courtois,Daniel Courtois,Rémy du Delaunay,moov,TRANSFER,2022-04-19,344300
Rémy du Delaunay,Daniel Courtois,Rémy du Delaunay,moov,RECEIPT,2022-04-19,344300
,,Daniel Courtois,moov,CASH_IN,2022-04-20,405100
Daniel Courtois,Daniel Courtois,Jacqueline Fernandez,moov,TRANSFER,2022-04-21,307800
Jacqueline Fernandez,Daniel Courtois,Jacqueline Fernandez,moov,RECEIPT,2022-04-21,307800
Daniel Courtois,Daniel Courtois,Luc Bègue-Poulain,moov,TRANSFER,2022-04-21,146400
Luc Bègue-Poulain,Daniel Courtois,Luc Bègue-Poulain,moov,RECEIPT,2022-04-21,146400
Daniel Courtois,Augustin Chevallier,Daniel Courtois,moov,RECEIPT,2022-04-22,365500
Augustin Chevallier,Augustin Chevallier,Daniel Courtois,moov,TRANSFER,2022-04-22,365500
Daniel Courtois,Daniel Courtois,Capucine-Dorothée Petit,moov,TRANSFER,2022-04-25,398400
Capucine-Dorothée Petit,Daniel Courtois,Capucine-Dorothée Petit,moov,RECEIPT,2022-04-25,398400
,,,moov,CASH_OUT,2022-04-26,153700
,,,moov,CASH_OUT,2022-04-27,103300
,,Daniel Courtois,moov,CASH_IN,2022-04-27,22800
Pauline Collin-Lesage,Bertrand-Benoît Pereira,Pauline Collin-Lesage,moov,RECEIPT,2022-04-01,64600
Bertrand-Benoît Pereira,Bertrand-Benoît Pereira,Pauline Collin-Lesage,moov,TRANSFER,2022-04-01,64600
,,Pauline Collin-Lesage,moov,CASH_IN,2022-04-01,77700
,,Pauline Collin-Lesage,moov,CASH_IN,2022-04-02,254000
,,Pauline Collin-Lesage,moov,CASH_IN,2022-04-03,3300
,,,moov,CASH_OUT,2022-04-03,212500
Pauline Collin-Lesage,Pauline Collin-Lesage,Bertrand Delannoy,moov,TRANSFER,2022-04-04,311600
Bertrand Delannoy,Pauline Collin-Lesage,Bertrand Delannoy,moov,RECEIPT,2022-04-04,311600
,,,moov,CASH_OUT,2022-04-04,19200
Pauline Collin-Lesage,Christine Le Jacquet,Pauline Collin-Lesage,moov,RECEIPT,2022-04-05,215100
Christine Le Jacquet,Christine Le Jacquet,Pauline Collin-Lesage,moov,TRANSFER,2022-04-05,215100
Pauline Collin-Lesage,Pauline Collin-Lesage,Jacques Devaux-Ruiz,moov,TRANSFER,2022-04-05,263700
Jacques Devaux-Ruiz,Pauline Collin-Lesage,Jacques Devaux-Ruiz,moov,RECEIPT,2022-04-05,263700
Pauline Collin-Lesage,Aurore-Audrey Hernandez,Pauline Collin-Lesage,moov,RECEIPT,2022-04-06,173800
Aurore-Audrey Hernandez,Aurore-Audrey Hernandez,Pauline Collin-Lesage,moov,TRANSFER,2022-04-06,173800
Pauline Collin-Lesage,Alfred Meunier,Pauline Collin-Lesage,moov,RECEIPT,2022-04-07,246600
Alfred Meunier,Alfred Meunier,Pauline Collin-Lesage,moov,TRANSFER,2022-04-07,246600
,,,moov,CASH_OUT,2022-04-09,342600
,,,moov,CASH_OUT,2022-04-09,480800
Pauline Collin-Lesage,Pauline Collin-Lesage,Henri-Gilles Lefort,moov,TRANSFER,2022-04-11,267500
Henri-Gilles Lefort,Pauline Collin-Lesage,Henri-Gilles Lefort,moov,RECEIPT,2022-04-11,267500
,,,moov,CASH_OUT,2022-04-13,330900
Pauline Collin-Lesage,Olivie Dumont,Pauline Collin-Lesage,moov,RECEIPT,2022-04-14,388100
Olivie Dumont,Olivie Dumont,Pauline Collin-Lesage,moov,TRANSFER,2022-04-14,388100
,,,moov,CASH_OUT,2022-04-14,223200
Pauline Collin-Lesage,Pauline Collin-Lesage,Alfred Meunier,moov,TRANSFER,2022-04-18,190500
Alfred Meunier,Pauline Collin-Lesage,Alfred Meunier,moov,RECEIPT,2022-04-18,190500
,,,moov,CASH_OUT,2022-04-20,322400
Pauline Collin-Lesage,Pauline Collin-Lesage,Claude Lemaire,moov,TRANSFER,2022-04-21,430000
Claude Lemaire,Pauline Collin-Lesage,Claude Lemaire,moov,RECEIPT,2022-04-21,430000
Pauline Collin-Lesage,Pauline Collin-Lesage,Honoré De Sousa-Bruneau,moov,TRANSFER,2022-04-22,401000
Honoré De Sousa-Bruneau,Pauline Collin-Lesage,Honoré De Sousa-Bruneau,moov,RECEIPT,2022-04-22,401000
Pauline Collin-Lesage,Bertrand Delannoy,Pauline Collin-Lesage,moov,RECEIPT,2022-04-23,334600
Bertrand Delannoy,Bertrand Delannoy,Pauline Collin-Lesage,moov,TRANSFER,2022-04-23,334600
,,Pauline Collin-Lesage,moov,CASH_IN,2022-04-25,46300
,,Pauline Collin-Lesage,moov,CASH_IN,2022-04-26,81400
,,,moov,CASH_OUT,2022-04-27,146100
,,,mtn,CASH_OUT,2022-04-01,192300
Gilbert Paul,Gilbert du Foucher,Gilbert Paul,mtn,RECEIPT,2022-04-01,291300
Gilbert du Foucher,Gilbert du Foucher,Gilbert Paul,mtn,TRANSFER,2022-04-01,291300
,,Gilbert Paul,mtn,CASH_IN,2022-04-01,452700
Gilbert Paul,Gilbert Paul,Alexandre du Jacquet,mtn,TRANSFER,2022-04-01,428100
Alexandre du Jacquet,Gilbert Paul,Alexandre du Jacquet,mtn,RECEIPT,2022-04-01,428100
,,Gilbert Paul,mtn,CASH_IN,2022-04-03,170400
,,,mtn,CASH_OUT,2022-04-05,83100
,,,mtn,CASH_OUT,2022-04-05,93900
,,Gilbert Paul,mtn,CASH_IN,2022-04-06,311400
,,,mtn,CASH_OUT,2022-04-07,148000
,,Gilbert Paul,mtn,CASH_IN,2022-04-09,216200
Gilbert Paul,Gilbert Paul,Émile-Paul Letellier,mtn,TRANSFER,2022-04-12,291200
Émile-Paul Letellier,Gilbert Paul,Émile-Paul Letellier,mtn,RECEIPT,2022-04-12,291200
,,Gilbert Paul,mtn,CASH_IN,2022-04-12,103700
,,Gilbert Paul,mtn,CASH_IN,2022-04-12,144400
,,Gilbert Paul,mtn,CASH_IN,2022-04-15,227900
Gilbert Paul,Victoire Lemoine,Gilbert Paul,mtn,RECEIPT,2022-04-16,5900
Victoire Lemoine,Victoire Lemoine,Gilbert Paul,mtn,TRANSFER,2022-04-16,5900
,,,mtn,CASH_OUT,2022-04-18,219500
,,Gilbert Paul,mtn,CASH_IN,2022-04-19,330500
,,,mtn,CASH_OUT,2022-04-19,275600
,,,mtn,CASH_OUT,2022-04-20,254700
,,,mtn,CASH_OUT,2022-04-20,283600
Gilbert Paul,Gilbert Paul,Aurore-Audrey Hernandez,mtn,TRANSFER,2022-04-22,186300
Aurore-Audrey Hernandez,Gilbert Paul,Aurore-Audrey Hernandez,mtn,RECEIPT,2022-04-22,186300
Gilbert Paul,Gilbert-Stéphane Blanchet,Gilbert Paul,mtn,RECEIPT,2022-04-23,447700
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Gilbert Paul,mtn,TRANSFER,2022-04-23,447700
,,,mtn,CASH_OUT,2022-04-24,76900
Gilbert Paul,Gilbert Paul,Caroline Roche,mtn,TRANSFER,2022-04-25,441100
Caroline Roche,Gilbert Paul,Caroline Roche,mtn,RECEIPT,2022-04-25,441100
,,Gilbert Paul,mtn,CASH_IN,2022-04-26,13300
,,Gilbert Paul,mtn,CASH_IN,2022-04-27,286100
Alexandre du Jacquet,Alexandre du Jacquet,Adrienne Delattre,mtn,TRANSFER,2022-04-04,383100
Adrienne Delattre,Alexandre du Jacquet,Adrienne Delattre,mtn,RECEIPT,2022-04-04,383100
Alexandre du Jacquet,Alphonse Gros,Alexandre du Jacquet,mtn,RECEIPT,2022-04-04,326800
Alphonse Gros,Alphonse Gros,Alexandre du Jacquet,mtn,TRANSFER,2022-04-04,326800
Alexandre du Jacquet,Alfred Meunier,Alexandre du Jacquet,mtn,RECEIPT,2022-04-04,342300
Alfred Meunier,Alfred Meunier,Alexandre du Jacquet,mtn,TRANSFER,2022-04-04,342300
,,Alexandre du Jacquet,mtn,CASH_IN,2022-04-04,410800
