Type,Montant,Nom_src,Ancien_solde_src,Nouveau_solde_src,Nom_dest,Ancien_solde_dest,Nouveau_solde_dest,Date
CASH_IN,68493,Agence_moov_Cotonou,300000,231507,Robert Laroche,4404,72897,2022-03-25
CASH_OUT,84331,Alix Barbe,450009,365678,Agence_moov_Abomey,300000,215669,2022-03-04
TRANSFER,67853,Alix Barbe,365678,297825,Thibaut de la Lombard,208347,140494,2022-03-04
CASH_IN,27529,Agence_moov_Abomey,300000,272471,Alix Barbe,297825,325354,2022-03-05
CASH_IN,118515,Agence_moov_Ouidah,300000,181485,Alix Barbe,325354,443869,2022-03-05
CASH_IN,214957,Agence_moov_Ouidah,300000,85043,Alix Barbe,443869,658826,2022-03-06
CASH_OUT,252268,Alix Barbe,658826,406558,Agence_moov_Cotonou,300000,47732,2022-03-06
CASH_OUT,388479,Alix Barbe,406558,18079,Agence_moov_Ouidah,300000,-88479,2022-03-07
CASH_IN,170676,Agence_moov_Ouidah,300000,129324,Alix Barbe,18079,188755,2022-03-07
CASH_IN,188296,Agence_moov_Abomey,300000,111704,Alix Barbe,188755,377051,2022-03-11
CASH_OUT,354673,Alix Barbe,377051,22378,Agence_moov_Ouidah,300000,-54673,2022-03-12
CASH_OUT,20504,Alix Barbe,22378,1874,Agence_moov_Abomey,300000,279496,2022-03-13
TRANSFER,1375,Alix Barbe,1874,499,Victor Michel,366732,365357,2022-03-15
CASH_IN,247167,Agence_moov_Cotonou,300000,52833,Alix Barbe,499,247666,2022-03-18
TRANSFER,194,Alix Barbe,247666,247472,Victor Michel,365357,365163,2022-03-21
CASH_OUT,37577,Alix Barbe,247472,209895,Agence_moov_Cotonou,300000,262423,2022-03-21
TRANSFER,77679,Alix Barbe,209895,132216,Constance Bourdon-Millet,479878,402199,2022-03-23
CASH_OUT,10173,Alix Barbe,132216,122043,Agence_moov_Abomey,300000,289827,2022-03-24
CASH_OUT,32346,Alix Barbe,122043,89697,Agence_moov_Abomey,300000,267654,2022-03-24
CASH_IN,81186,Agence_moov_Cotonou,300000,218814,Paul Rocher-Maillet,-380213,-299027,2022-03-01
CASH_IN,41760,Agence_moov_Abomey,300000,258240,Paul Rocher-Maillet,-299027,-257267,2022-03-01
CASH_IN,180654,Agence_moov_Ouidah,300000,119346,Paul Rocher-Maillet,-257267,-76613,2022-03-03
CASH_IN,160204,Agence_moov_Cotonou,300000,139796,Paul Rocher-Maillet,-76613,83591,2022-03-09
TRANSFER,38868,Paul Rocher-Maillet,83591,44723,Manon Chevalier,468100,429232,2022-03-09
CASH_OUT,3699,Paul Rocher-Maillet,44723,41024,Agence_moov_Ouidah,300000,296301,2022-03-10
TRANSFER,298449,Victor Michel,365163,66714,Paul Rocher-Maillet,41024,339473,2022-03-11
CASH_IN,6563,Agence_moov_Abomey,300000,293437,Paul Rocher-Maillet,339473,346036,2022-03-17
CASH_IN,50949,Agence_moov_Abomey,300000,249051,Paul Rocher-Maillet,346036,396985,2022-03-17
CASH_IN,69147,Agence_moov_Ouidah,300000,230853,Paul Rocher-Maillet,396985,466132,2022-03-20
CASH_IN,134542,Agence_moov_Abomey,300000,165458,Paul Rocher-Maillet,466132,600674,2022-03-26
CASH_IN,239666,Agence_moov_Ouidah,300000,60334,Agnès Le Giraud,-653976,-414310,2022-03-01
CASH_IN,142272,Agence_moov_Cotonou,300000,157728,Agnès Le Giraud,-414310,-272038,2022-03-05
CASH_IN,265651,Agence_moov_Cotonou,300000,34349,Agnès Le Giraud,-272038,-6387,2022-03-05
CASH_IN,270286,Agence_moov_Cotonou,300000,29714,Agnès Le Giraud,-6387,263899,2022-03-07
CASH_OUT,50444,Agnès Le Giraud,263899,213455,Agence_moov_Cotonou,300000,249556,2022-03-11
CASH_IN,24965,Agence_moov_Cotonou,300000,275035,Agnès Le Giraud,213455,238420,2022-03-14
CASH_IN,213057,Agence_moov_Ouidah,300000,86943,Agnès Le Giraud,238420,451477,2022-03-15
TRANSFER,32124,Thibaut de la Lombard,140494,108370,Agnès Le Giraud,451477,483601,2022-03-25
CASH_IN,271419,Agence_moov_Ouidah,300000,28581,Thérèse François,-170008,101411,2022-03-05
CASH_IN,6003,Agence_moov_Ouidah,300000,293997,Thérèse François,101411,107414,2022-03-08
CASH_OUT,30096,Thérèse François,107414,77318,Agence_moov_Cotonou,300000,269904,2022-03-09
TRANSFER,260824,Manon Chevalier,429232,168408,Thérèse François,77318,338142,2022-03-09
CASH_OUT,107692,Thérèse François,338142,230450,Agence_moov_Cotonou,300000,192308,2022-03-10
TRANSFER,91106,Thérèse François,230450,139344,Noël Bourgeois,1286866,1195760,2022-03-12
TRANSFER,41519,Thérèse François,139344,97825,Constance Bourdon-Millet,402199,360680,2022-03-13
TRANSFER,546,Émilie du Allain,8482,7936,Thérèse François,97825,98371,2022-03-14
CASH_OUT,65484,Thérèse François,98371,32887,Agence_moov_Abomey,300000,234516,2022-03-15
CASH_IN,111758,Agence_moov_Ouidah,300000,188242,Thérèse François,32887,144645,2022-03-15
TRANSFER,17673,Victor Michel,66714,49041,Thérèse François,144645,162318,2022-03-17
CASH_IN,45297,Agence_moov_Cotonou,300000,254703,Thérèse François,162318,207615,2022-03-19
TRANSFER,16025,Manon Chevalier,168408,152383,Thérèse François,207615,223640,2022-03-21
CASH_IN,69053,Agence_moov_Abomey,300000,230947,Thérèse François,223640,292693,2022-03-22
CASH_OUT,69904,Thérèse François,292693,222789,Agence_moov_Ouidah,300000,230096,2022-03-22
TRANSFER,159638,Thérèse François,222789,63151,Constance Bourdon-Millet,360680,201042,2022-03-23
CASH_IN,8910,Agence_moov_Cotonou,300000,291090,Thérèse François,63151,72061,2022-03-24
CASH_IN,162506,Agence_moov_Cotonou,300000,137494,Thérèse François,72061,234567,2022-03-26
TRANSFER,185244,Thérèse François,234567,49323,Noël Bourgeois,1195760,1010516,2022-03-27
TRANSFER,5899,Émilie du Allain,7936,2037,Émilie du Allain,7936,13835,2022-03-03
CASH_IN,97389,Agence_moov_Cotonou,300000,202611,Émilie du Allain,2037,99426,2022-03-07
CASH_IN,258424,Agence_moov_Ouidah,300000,41576,Émilie du Allain,99426,357850,2022-03-11
CASH_OUT,57898,Émilie du Allain,357850,299952,Agence_moov_Cotonou,300000,242102,2022-03-12
TRANSFER,68314,Émilie du Allain,299952,231638,Manon Chevalier,152383,84069,2022-03-13
TRANSFER,197928,Constance Bourdon-Millet,201042,3114,Émilie du Allain,231638,429566,2022-03-13
CASH_OUT,165644,Émilie du Allain,429566,263922,Agence_moov_Abomey,300000,134356,2022-03-14
CASH_OUT,121793,Émilie du Allain,263922,142129,Agence_moov_Abomey,300000,178207,2022-03-18
CASH_IN,183428,Agence_moov_Cotonou,300000,116572,Émilie du Allain,142129,325557,2022-03-18
CASH_OUT,202324,Émilie du Allain,325557,123233,Agence_moov_Abomey,300000,97676,2022-03-19
TRANSFER,123201,Émilie du Allain,123233,32,Émilie du Allain,123233,246434,2022-03-20
CASH_IN,35239,Agence_moov_Abomey,300000,264761,Émilie du Allain,32,35271,2022-03-20
TRANSFER,41036,Victor Michel,49041,8005,Émilie du Allain,35271,76307,2022-03-21
CASH_IN,25109,Agence_moov_Ouidah,300000,274891,Émilie du Allain,76307,101416,2022-03-24
CASH_IN,199053,Agence_moov_Cotonou,300000,100947,Émilie du Allain,101416,300469,2022-03-26
CASH_IN,7369,Agence_moov_Cotonou,300000,292631,Suzanne Bodin,-71019,-63650,2022-03-01
CASH_IN,117759,Agence_moov_Abomey,300000,182241,Suzanne Bodin,-63650,54109,2022-03-02
CASH_IN,105734,Agence_moov_Cotonou,300000,194266,Suzanne Bodin,54109,159843,2022-03-02
CASH_IN,88361,Agence_moov_Cotonou,300000,211639,Suzanne Bodin,159843,248204,2022-03-07
CASH_IN,87830,Agence_moov_Cotonou,300000,212170,Suzanne Bodin,248204,336034,2022-03-07
CASH_IN,63194,Agence_moov_Abomey,300000,236806,Suzanne Bodin,336034,399228,2022-03-07
TRANSFER,268942,Suzanne Bodin,399228,130286,Constance Bourdon-Millet,3114,-265828,2022-03-10
CASH_IN,8138,Agence_moov_Abomey,300000,291862,Suzanne Bodin,130286,138424,2022-03-10
TRANSFER,72938,Manon Chevalier,84069,11131,Suzanne Bodin,138424,211362,2022-03-13
TRANSFER,37432,Suzanne Bodin,211362,173930,Suzanne Bodin,211362,248794,2022-03-14
TRANSFER,1468,Manon Chevalier,11131,9663,Suzanne Bodin,173930,175398,2022-03-14
CASH_OUT,18108,Suzanne Bodin,175398,157290,Agence_moov_Abomey,300000,281892,2022-03-16
CASH_IN,81090,Agence_moov_Abomey,300000,218910,Suzanne Bodin,157290,238380,2022-03-19
TRANSFER,170470,Suzanne Bodin,238380,67910,Noël Bourgeois,1010516,840046,2022-03-22
CASH_OUT,44744,Suzanne Bodin,67910,23166,Agence_moov_Ouidah,300000,255256,2022-03-23
TRANSFER,2894,Manon Chevalier,9663,6769,Suzanne Bodin,23166,26060,2022-03-23
TRANSFER,9506,Suzanne Bodin,26060,16554,Noël Bourgeois,840046,830540,2022-03-24
TRANSFER,1766,Suzanne Bodin,16554,14788,Noël Bourgeois,830540,828774,2022-03-25
CASH_OUT,12110,Suzanne Bodin,14788,2678,Agence_moov_Cotonou,300000,287890,2022-03-26
CASH_IN,284992,Agence_moov_Abomey,300000,15008,Marc Leleu,-52679,232313,2022-03-01
CASH_OUT,170104,Marc Leleu,232313,62209,Agence_moov_Ouidah,300000,129896,2022-03-08
CASH_IN,73095,Agence_moov_Abomey,300000,226905,Marc Leleu,62209,135304,2022-03-10
CASH_OUT,1293,Marc Leleu,135304,134011,Agence_moov_Abomey,300000,298707,2022-03-10
CASH_OUT,38863,Marc Leleu,134011,95148,Agence_moov_Cotonou,300000,261137,2022-03-11
TRANSFER,57723,Marc Leleu,95148,37425,Marc Leleu,95148,152871,2022-03-12
CASH_IN,161921,Agence_moov_Abomey,300000,138079,Marc Leleu,37425,199346,2022-03-17
CASH_OUT,22142,Marc Leleu,199346,177204,Agence_moov_Ouidah,300000,277858,2022-03-23
CASH_OUT,34434,Marc Leleu,177204,142770,Agence_moov_Cotonou,300000,265566,2022-03-27
CASH_IN,125268,Agence_moov_Ouidah,300000,174732,Tristan Bousquet-Gros,-2119960,-1994692,2022-03-07
CASH_IN,266343,Agence_moov_Ouidah,300000,33657,Tristan Bousquet-Gros,-1994692,-1728349,2022-03-07
CASH_IN,24493,Agence_moov_Cotonou,300000,275507,Tristan Bousquet-Gros,-1728349,-1703856,2022-03-09
CASH_IN,238297,Agence_moov_Ouidah,300000,61703,Tristan Bousquet-Gros,-1703856,-1465559,2022-03-16
CASH_IN,92764,Agence_moov_Abomey,300000,207236,Tristan Bousquet-Gros,-1465559,-1372795,2022-03-22
CASH_IN,170895,Agence_moov_Ouidah,300000,129105,Tristan Bousquet-Gros,-1372795,-1201900,2022-03-26
CASH_IN,103237,Agence_moov_Abomey,300000,196763,Manon Lebon,-30355,72882,2022-03-04
CASH_OUT,69701,Manon Lebon,72882,3181,Agence_moov_Cotonou,300000,230299,2022-03-05
CASH_OUT,2142,Manon Lebon,3181,1039,Agence_moov_Ouidah,300000,297858,2022-03-05
CASH_OUT,410,Manon Lebon,1039,629,Agence_moov_Cotonou,300000,299590,2022-03-08
TRANSFER,6333,Manon Chevalier,6769,436,Manon Lebon,629,6962,2022-03-14
CASH_OUT,4614,Manon Lebon,6962,2348,Agence_moov_Abomey,300000,295386,2022-03-18
TRANSFER,236,Manon Chevalier,436,200,Manon Lebon,2348,2584,2022-03-18
TRANSFER,156,Manon Chevalier,200,44,Manon Lebon,2584,2740,2022-03-18
TRANSFER,890,Manon Lebon,2740,1850,Noël Bourgeois,828774,827884,2022-03-26
CASH_IN,181040,Agence_moov_Ouidah,300000,118960,Lucy Gillet,-61122,119918,2022-03-01
CASH_OUT,106207,Lucy Gillet,119918,13711,Agence_moov_Cotonou,300000,193793,2022-03-01
CASH_OUT,12475,Lucy Gillet,13711,1236,Agence_moov_Ouidah,300000,287525,2022-03-02
CASH_OUT,1003,Lucy Gillet,1236,233,Agence_moov_Abomey,300000,298997,2022-03-02
CASH_OUT,185,Lucy Gillet,233,48,Agence_moov_Cotonou,300000,299815,2022-03-02
CASH_IN,195991,Agence_moov_Ouidah,300000,104009,Lucy Gillet,48,196039,2022-03-09
TRANSFER,19503,Lucy Gillet,196039,176536,Lucy Gillet,196039,215542,2022-03-11
TRANSFER,134206,Lucy Gillet,176536,42330,Noël Bourgeois,827884,693678,2022-03-11
CASH_OUT,8259,Lucy Gillet,42330,34071,Agence_moov_Abomey,300000,291741,2022-03-11
TRANSFER,558508,Noël Bourgeois,693678,135170,Lucy Gillet,34071,592579,2022-03-12
TRANSFER,100208,Noël Bourgeois,135170,34962,Lucy Gillet,592579,692787,2022-03-13
TRANSFER,601799,Lucy Gillet,692787,90988,Noël Bourgeois,34962,-566837,2022-03-13
CASH_IN,188563,Agence_moov_Cotonou,300000,111437,Lucy Gillet,90988,279551,2022-03-18
CASH_IN,209454,Agence_moov_Cotonou,300000,90546,Lucy Gillet,279551,489005,2022-03-19
CASH_IN,108441,Agence_moov_Abomey,300000,191559,Lucy Gillet,489005,597446,2022-03-27
CASH_IN,79326,Agence_moov_Cotonou,300000,220674,Léon Da Costa,-76119,3207,2022-03-01
TRANSFER,710,Léon Da Costa,3207,2497,Léon Da Costa,3207,3917,2022-03-01
TRANSFER,653,Léon Da Costa,2497,1844,Léon Da Costa,2497,3150,2022-03-03
TRANSFER,345,Léon Da Costa,1844,1499,Léon Da Costa,1844,2189,2022-03-03
CASH_IN,161181,Agence_moov_Ouidah,300000,138819,Léon Da Costa,1499,162680,2022-03-04
CASH_IN,4931,Agence_moov_Cotonou,300000,295069,Léon Da Costa,162680,167611,2022-03-04
TRANSFER,68219,Léon Da Costa,167611,99392,Léon Da Costa,167611,235830,2022-03-07
CASH_OUT,98491,Léon Da Costa,99392,901,Agence_moov_Abomey,300000,201509,2022-03-07
CASH_OUT,553,Léon Da Costa,901,348,Agence_moov_Abomey,300000,299447,2022-03-08
CASH_OUT,302,Léon Da Costa,348,46,Agence_moov_Abomey,300000,299698,2022-03-09
CASH_IN,27458,Agence_moov_Ouidah,300000,272542,Léon Da Costa,46,27504,2022-03-09
CASH_OUT,21575,Léon Da Costa,27504,5929,Agence_moov_Abomey,300000,278425,2022-03-10
CASH_IN,207305,Agence_moov_Cotonou,300000,92695,Léon Da Costa,5929,213234,2022-03-12
CASH_IN,161919,Agence_moov_Abomey,300000,138081,Léon Da Costa,213234,375153,2022-03-13
CASH_IN,23090,Agence_moov_Ouidah,300000,276910,Léon Da Costa,375153,398243,2022-03-15
CASH_IN,229950,Agence_moov_Ouidah,300000,70050,Léon Da Costa,398243,628193,2022-03-15
CASH_IN,65146,Agence_moov_Ouidah,300000,234854,Léon Da Costa,628193,693339,2022-03-17
CASH_IN,6595,Agence_moov_Cotonou,300000,293405,Léon Da Costa,693339,699934,2022-03-19
CASH_IN,66770,Agence_moov_Ouidah,300000,233230,Renée Rousseau-Henry,-113003,-46233,2022-03-02
CASH_IN,92240,Agence_moov_Ouidah,300000,207760,Renée Rousseau-Henry,-46233,46007,2022-03-13
CASH_IN,19922,Agence_moov_Cotonou,300000,280078,Renée Rousseau-Henry,46007,65929,2022-03-13
TRANSFER,59549,Renée Rousseau-Henry,65929,6380,Renée Rousseau-Henry,65929,125478,2022-03-14
TRANSFER,2522,Renée Rousseau-Henry,6380,3858,Renée Rousseau-Henry,6380,3858,2022-03-16
CASH_OUT,641,Renée Rousseau-Henry,3858,3217,Agence_moov_Ouidah,300000,299359,2022-03-17
CASH_OUT,354,Renée Rousseau-Henry,3217,2863,Agence_moov_Cotonou,300000,299646,2022-03-18
CASH_IN,227856,Agence_moov_Ouidah,300000,72144,Thomas de Blin,-110883,116973,2022-03-03
CASH_IN,250269,Agence_moov_Abomey,300000,49731,Thomas de Blin,116973,367242,2022-03-04
CASH_IN,94118,Agence_moov_Abomey,300000,205882,Thomas de Blin,367242,461360,2022-03-06
CASH_IN,33832,Agence_moov_Ouidah,300000,266168,Thomas de Blin,461360,495192,2022-03-09
TRANSFER,211162,Thomas de Blin,495192,284030,Thomas de Blin,495192,706354,2022-03-10
TRANSFER,281305,Thomas de Blin,284030,2725,Thomas de Blin,284030,2725,2022-03-11
CASH_OUT,1655,Thomas de Blin,2725,1070,Agence_moov_Cotonou,300000,298345,2022-03-15
TRANSFER,563,Thomas de Blin,1070,507,Thomas de Blin,1070,507,2022-03-16
CASH_IN,106321,Agence_moov_Ouidah,300000,193679,Thomas de Blin,507,106828,2022-03-24
CASH_IN,174663,Agence_moov_Ouidah,300000,125337,Martine Aubert,-20663,154000,2022-03-05
TRANSFER,38990,Martine Aubert,154000,115010,Martine Aubert,154000,115010,2022-03-05
CASH_IN,159601,Agence_moov_Ouidah,300000,140399,Martine Aubert,115010,274611,2022-03-06
TRANSFER,241741,Martine Aubert,274611,32870,Martine Aubert,274611,32870,2022-03-06
TRANSFER,23760,Martine Aubert,32870,9110,Martine Aubert,32870,9110,2022-03-09
TRANSFER,6339,Martine Aubert,9110,2771,Martine Aubert,9110,15449,2022-03-10
TRANSFER,2063,Martine Aubert,2771,708,Martine Aubert,2771,4834,2022-03-11
CASH_OUT,363,Martine Aubert,708,345,Agence_moov_Abomey,300000,299637,2022-03-15
TRANSFER,332,Martine Aubert,345,13,Martine Aubert,345,677,2022-03-18
CASH_IN,108588,Agence_moov_Abomey,300000,191412,Martine Aubert,13,108601,2022-03-19
CASH_OUT,1428,Martine Aubert,108601,107173,Agence_moov_Ouidah,300000,298572,2022-03-19
CASH_IN,239237,Agence_moov_Abomey,300000,60763,Martine Aubert,107173,346410,2022-03-21
CASH_IN,116440,Agence_moov_Cotonou,300000,183560,Martine Aubert,346410,462850,2022-03-22
CASH_OUT,437059,Martine Aubert,462850,25791,Agence_moov_Ouidah,300000,-137059,2022-03-26
CASH_IN,108402,Agence_moov_Abomey,300000,191598,Martine Aubert,25791,134193,2022-03-26
CASH_OUT,129617,Martine Aubert,134193,4576,Agence_moov_Cotonou,300000,170383,2022-03-27
CASH_IN,267936,Agence_moov_Cotonou,300000,32064,Martine Aubert,4576,272512,2022-03-27
CASH_IN,32497,Agence_moov_Ouidah,300000,267503,Vincent Joubert,-164355,-131858,2022-03-01
CASH_IN,1201,Agence_moov_Cotonou,300000,298799,Vincent Joubert,-131858,-130657,2022-03-02
CASH_IN,162475,Agence_moov_Cotonou,300000,137525,Vincent Joubert,-130657,31818,2022-03-02
TRANSFER,21377,Vincent Joubert,31818,10441,Vincent Joubert,31818,10441,2022-03-03
TRANSFER,5382,Vincent Joubert,10441,5059,Vincent Joubert,10441,5059,2022-03-04
CASH_OUT,2582,Vincent Joubert,5059,2477,Agence_moov_Abomey,300000,297418,2022-03-06
CASH_IN,90813,Agence_moov_Abomey,300000,209187,Vincent Joubert,2477,93290,2022-03-06
CASH_OUT,26318,Vincent Joubert,93290,66972,Agence_moov_Cotonou,300000,273682,2022-03-08
TRANSFER,28330,Vincent Joubert,66972,38642,Vincent Joubert,66972,95302,2022-03-09
CASH_IN,188063,Agence_moov_Cotonou,300000,111937,Vincent Joubert,38642,226705,2022-03-11
CASH_OUT,124055,Vincent Joubert,226705,102650,Agence_moov_Abomey,300000,175945,2022-03-11
CASH_OUT,60877,Vincent Joubert,102650,41773,Agence_moov_Ouidah,300000,239123,2022-03-13
CASH_OUT,19775,Vincent Joubert,41773,21998,Agence_moov_Ouidah,300000,280225,2022-03-17
CASH_IN,190423,Agence_moov_Abomey,300000,109577,Vincent Joubert,21998,212421,2022-03-17
CASH_IN,139197,Agence_moov_Ouidah,300000,160803,Vincent Joubert,212421,351618,2022-03-17
CASH_IN,101110,Agence_moov_Abomey,300000,198890,Nicolas Salmon Le Hamon,-157908,-56798,2022-03-05
CASH_IN,58378,Agence_moov_Abomey,300000,241622,Nicolas Salmon Le Hamon,-56798,1580,2022-03-09
CASH_IN,279621,Agence_moov_Ouidah,300000,20379,Nicolas Salmon Le Hamon,1580,281201,2022-03-11
CASH_IN,290649,Agence_moov_Abomey,300000,9351,Nicolas Salmon Le Hamon,281201,571850,2022-03-11
TRANSFER,160841,Nicolas Salmon Le Hamon,571850,411009,Nicolas Salmon Le Hamon,571850,411009,2022-03-13
CASH_OUT,117507,Nicolas Salmon Le Hamon,411009,293502,Agence_moov_Ouidah,300000,182493,2022-03-14
TRANSFER,221967,Nicolas Salmon Le Hamon,293502,71535,Nicolas Salmon Le Hamon,293502,515469,2022-03-16
CASH_IN,93675,Agence_moov_Cotonou,300000,206325,Nicolas Salmon Le Hamon,71535,165210,2022-03-16
TRANSFER,26451,Nicolas Salmon Le Hamon,165210,138759,Nicolas Salmon Le Hamon,165210,191661,2022-03-18
CASH_OUT,80151,Nicolas Salmon Le Hamon,138759,58608,Agence_moov_Abomey,300000,219849,2022-03-19
CASH_OUT,17189,Nicolas Salmon Le Hamon,58608,41419,Agence_moov_Abomey,300000,282811,2022-03-23
CASH_IN,221228,Agence_moov_Abomey,300000,78772,Nicolas Salmon Le Hamon,41419,262647,2022-03-25
CASH_OUT,110370,Nicolas Salmon Le Hamon,262647,152277,Agence_moov_Ouidah,300000,189630,2022-03-27
CASH_IN,158767,Agence_moov_Ouidah,300000,141233,Anne Peltier-Raynaud,-137496,21271,2022-03-01
CASH_OUT,6619,Anne Peltier-Raynaud,21271,14652,Agence_moov_Abomey,300000,293381,2022-03-02
CASH_IN,207386,Agence_moov_Ouidah,300000,92614,Anne Peltier-Raynaud,14652,222038,2022-03-03
CASH_OUT,97811,Anne Peltier-Raynaud,222038,124227,Agence_moov_Abomey,300000,202189,2022-03-06
CASH_OUT,9814,Anne Peltier-Raynaud,124227,114413,Agence_moov_Abomey,300000,290186,2022-03-08
TRANSFER,30963,Anne Peltier-Raynaud,114413,83450,Anne Peltier-Raynaud,114413,145376,2022-03-08
CASH_OUT,27404,Anne Peltier-Raynaud,83450,56046,Agence_moov_Ouidah,300000,272596,2022-03-12
CASH_OUT,31977,Anne Peltier-Raynaud,56046,24069,Agence_moov_Ouidah,300000,268023,2022-03-22
CASH_OUT,14339,Anne Peltier-Raynaud,24069,9730,Agence_moov_Ouidah,300000,285661,2022-03-22
CASH_IN,76503,Agence_moov_Cotonou,300000,223497,Anne Peltier-Raynaud,9730,86233,2022-03-24
CASH_OUT,64479,Anne Peltier-Raynaud,86233,21754,Agence_moov_Abomey,300000,235521,2022-03-26
CASH_IN,232554,Agence_moov_Abomey,300000,67446,Manon Chevalier,44,232598,2022-03-01
CASH_IN,254754,Agence_moov_Abomey,300000,45246,Manon Chevalier,232598,487352,2022-03-02
CASH_IN,2378,Agence_moov_Cotonou,300000,297622,Manon Chevalier,487352,489730,2022-03-03
CASH_IN,52260,Agence_moov_Ouidah,300000,247740,Manon Chevalier,489730,541990,2022-03-04
CASH_IN,135262,Agence_moov_Cotonou,300000,164738,Manon Chevalier,541990,677252,2022-03-05
CASH_OUT,500813,Manon Chevalier,677252,176439,Agence_moov_Abomey,300000,-200813,2022-03-06
CASH_OUT,149761,Manon Chevalier,176439,26678,Agence_moov_Abomey,300000,150239,2022-03-11
CASH_IN,257974,Agence_moov_Cotonou,300000,42026,Manon Chevalier,26678,284652,2022-03-12
CASH_IN,71575,Agence_moov_Cotonou,300000,228425,Manon Chevalier,284652,356227,2022-03-12
CASH_IN,19442,Agence_moov_Abomey,300000,280558,Manon Chevalier,356227,375669,2022-03-13
CASH_IN,39394,Agence_moov_Ouidah,300000,260606,Manon Chevalier,375669,415063,2022-03-16
CASH_OUT,91613,Manon Chevalier,415063,323450,Agence_moov_Cotonou,300000,208387,2022-03-16
CASH_IN,74463,Agence_moov_Abomey,300000,225537,Manon Chevalier,323450,397913,2022-03-17
CASH_IN,243990,Agence_moov_Abomey,300000,56010,Manon Chevalier,397913,641903,2022-03-24
CASH_OUT,155201,Manon Chevalier,641903,486702,Agence_moov_Ouidah,300000,144799,2022-03-26
CASH_OUT,51660,Manon Chevalier,486702,435042,Agence_moov_Cotonou,300000,248340,2022-03-26
CASH_IN,115310,Agence_moov_Abomey,300000,184690,Céline Collin-Hervé,-69502,45808,2022-03-01
CASH_IN,13267,Agence_moov_Cotonou,300000,286733,Céline Collin-Hervé,45808,59075,2022-03-01
TRANSFER,48998,Céline Collin-Hervé,59075,10077,Céline Collin-Hervé,59075,108073,2022-03-10
CASH_IN,85219,Agence_moov_Ouidah,300000,214781,Céline Collin-Hervé,10077,95296,2022-03-11
CASH_OUT,43581,Céline Collin-Hervé,95296,51715,Agence_moov_Ouidah,300000,256419,2022-03-12
CASH_IN,205154,Agence_moov_Ouidah,300000,94846,Céline Collin-Hervé,51715,256869,2022-03-13
CASH_IN,146716,Agence_moov_Cotonou,300000,153284,Céline Collin-Hervé,256869,403585,2022-03-13
CASH_IN,38253,Agence_moov_Abomey,300000,261747,Céline Collin-Hervé,403585,441838,2022-03-14
CASH_OUT,295493,Céline Collin-Hervé,441838,146345,Agence_moov_Cotonou,300000,4507,2022-03-16
CASH_OUT,140995,Céline Collin-Hervé,146345,5350,Agence_moov_Ouidah,300000,159005,2022-03-21
CASH_IN,236988,Agence_moov_Ouidah,300000,63012,Mathilde Picard du Delmas,-635465,-398477,2022-03-01
CASH_IN,143261,Agence_moov_Abomey,300000,156739,Mathilde Picard du Delmas,-398477,-255216,2022-03-01
CASH_IN,118624,Agence_moov_Ouidah,300000,181376,Mathilde Picard du Delmas,-255216,-136592,2022-03-01
CASH_IN,177249,Agence_moov_Cotonou,300000,122751,Mathilde Picard du Delmas,-136592,40657,2022-03-02
CASH_IN,226854,Agence_moov_Abomey,300000,73146,Mathilde Picard du Delmas,40657,267511,2022-03-03
CASH_IN,161346,Agence_moov_Abomey,300000,138654,Mathilde Picard du Delmas,267511,428857,2022-03-05
TRANSFER,393157,Mathilde Picard du Delmas,428857,35700,Mathilde Picard du Delmas,428857,35700,2022-03-07
CASH_IN,251222,Agence_moov_Ouidah,300000,48778,Mathilde Picard du Delmas,35700,286922,2022-03-10
TRANSFER,41674,Mathilde Picard du Delmas,286922,245248,Mathilde Picard du Delmas,286922,245248,2022-03-10
CASH_IN,159170,Agence_moov_Ouidah,300000,140830,Mathilde Picard du Delmas,245248,404418,2022-03-11
CASH_IN,213908,Agence_moov_Cotonou,300000,86092,Mathilde Picard du Delmas,404418,618326,2022-03-12
CASH_OUT,169437,Mathilde Picard du Delmas,618326,448889,Agence_moov_Abomey,300000,130563,2022-03-13
CASH_IN,221820,Agence_moov_Cotonou,300000,78180,Mathilde Picard du Delmas,448889,670709,2022-03-16
CASH_IN,60097,Agence_moov_Cotonou,300000,239903,Mathilde Picard du Delmas,670709,730806,2022-03-17
CASH_IN,102068,Agence_moov_Ouidah,300000,197932,Mathilde Picard du Delmas,730806,832874,2022-03-19
CASH_OUT,126830,Mathilde Picard du Delmas,832874,706044,Agence_moov_Abomey,300000,173170,2022-03-20
CASH_IN,25966,Agence_moov_Cotonou,300000,274034,Mathilde Picard du Delmas,706044,732010,2022-03-24
CASH_OUT,46045,Mathilde Picard du Delmas,732010,685965,Agence_moov_Abomey,300000,253955,2022-03-24
CASH_OUT,128051,Mathilde Picard du Delmas,685965,557914,Agence_moov_Abomey,300000,171949,2022-03-25
CASH_IN,35372,Agence_moov_Ouidah,300000,264628,Alphonse Joly,-106441,-71069,2022-03-02
CASH_IN,267759,Agence_moov_Cotonou,300000,32241,Alphonse Joly,-71069,196690,2022-03-04
CASH_OUT,10343,Alphonse Joly,196690,186347,Agence_moov_Cotonou,300000,289657,2022-03-06
CASH_IN,222945,Agence_moov_Cotonou,300000,77055,Alphonse Joly,186347,409292,2022-03-09
TRANSFER,25323,Alphonse Joly,409292,383969,Alphonse Joly,409292,434615,2022-03-12
