relative_to,sender,receiver,operator,type,date,amount
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Noël Marchand,mtn,TRANSFER,2022-04-10,272300
Noël Marchand,Sabine-Michelle Fontaine,Noël Marchand,mtn,RECEIPT,2022-04-12,203200
Sabine-Michelle Fontaine,Sabine-Michelle Fontaine,Noël Marchand,mtn,TRANSFER,2022-04-12,203200
Noël Marchand,,,mtn,CASH_OUT,2022-04-16,495300
Noël Marchand,Adrien Dupré du Hamon,Noël Marchand,mtn,RECEIPT,2022-04-17,67500
Adrien Dupré du Hamon,Adrien Dupré du Hamon,Noël Marchand,mtn,TRANSFER,2022-04-17,67500
Noël Marchand,Noël Marchand,Augustin Dumont,mtn,TRANSFER,2022-04-18,135400
Augustin Dumont,Noël Marchand,Augustin Dumont,mtn,RECEIPT,2022-04-18,135400
Noël Marchand,,,mtn,CASH_IN,2022-04-20,126000
Noël Marchand,Laurent Lombard,Noël Marchand,mtn,RECEIPT,2022-04-24,335400
Laurent Lombard,Laurent Lombard,Noël Marchand,mtn,TRANSFER,2022-04-24,335400
Noël Marchand,,,mtn,CASH_IN,2022-04-25,249500
Noël Marchand,François Lemaître,Noël Marchand,mtn,RECEIPT,2022-04-26,133100
François Lemaître,François Lemaître,Noël Marchand,mtn,TRANSFER,2022-04-26,133100
Laurent Lombard,,,mtn,CASH_IN,2022-04-01,411700
Laurent Lombard,Gabriel Ruiz-Léger,Laurent Lombard,mtn,RECEIPT,2022-04-03,27500
Gabriel Ruiz-Léger,Gabriel Ruiz-Léger,Laurent Lombard,mtn,TRANSFER,2022-04-03,27500
Laurent Lombard,,,mtn,CASH_OUT,2022-04-06,52000
Laurent Lombard,,,mtn,CASH_OUT,2022-04-08,498000
Laurent Lombard,Laurent Lombard,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-04-09,81600
Antoinette Leconte-Boutin,Laurent Lombard,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-04-09,81600
Laurent Lombard,Marie Legendre,Laurent Lombard,mtn,RECEIPT,2022-04-16,168000
Marie Legendre,Marie Legendre,Laurent Lombard,mtn,TRANSFER,2022-04-16,168000
Laurent Lombard,,,mtn,CASH_IN,2022-04-19,163600
Laurent Lombard,Cécile Julien,Laurent Lombard,mtn,RECEIPT,2022-04-24,116900
Cécile Julien,Cécile Julien,Laurent Lombard,mtn,TRANSFER,2022-04-24,116900
Laurent Lombard,Thibaut Besnard,Laurent Lombard,mtn,RECEIPT,2022-04-24,406900
Thibaut Besnard,Thibaut Besnard,Laurent Lombard,mtn,TRANSFER,2022-04-24,406900
Laurent Lombard,Laurent Lombard,Matthieu Robin,mtn,TRANSFER,2022-04-25,30600
Matthieu Robin,Laurent Lombard,Matthieu Robin,mtn,RECEIPT,2022-04-25,30600
Laurent Lombard,Henri Weiss,Laurent Lombard,mtn,RECEIPT,2022-04-27,492000
Henri Weiss,Henri Weiss,Laurent Lombard,mtn,TRANSFER,2022-04-27,492000
Marine Durand,,,mtn,CASH_IN,2022-04-02,403900
Marine Durand,Marine Durand,Alexandrie Martel,mtn,TRANSFER,2022-04-03,218000
Alexandrie Martel,Marine Durand,Alexandrie Martel,mtn,RECEIPT,2022-04-03,218000
Marine Durand,,,mtn,CASH_IN,2022-04-05,486600
Marine Durand,,,mtn,CASH_IN,2022-04-10,464000
Marine Durand,,,mtn,CASH_OUT,2022-04-13,110900
Marine Durand,,,mtn,CASH_IN,2022-04-14,1900
Marine Durand,Marine Durand,Caroline Lejeune de la Bonnet,mtn,TRANSFER,2022-04-16,340300
Caroline Lejeune de la Bonnet,Marine Durand,Caroline Lejeune de la Bonnet,mtn,RECEIPT,2022-04-16,340300
Marine Durand,Marine-Nicole Michel,Marine Durand,mtn,RECEIPT,2022-04-17,17700
Marine-Nicole Michel,Marine-Nicole Michel,Marine Durand,mtn,TRANSFER,2022-04-17,17700
Marine Durand,,,mtn,CASH_IN,2022-04-20,434100
Marine Durand,Adrien Dupré du Hamon,Marine Durand,mtn,RECEIPT,2022-04-22,481600
Adrien Dupré du Hamon,Adrien Dupré du Hamon,Marine Durand,mtn,TRANSFER,2022-04-22,481600
Marine Durand,,,mtn,CASH_IN,2022-04-25,98000
Marine Durand,,,mtn,CASH_OUT,2022-04-27,297100
Thibaut Besnard,Diane Le Goff,Thibaut Besnard,mtn,RECEIPT,2022-04-06,350900
Diane Le Goff,Diane Le Goff,Thibaut Besnard,mtn,TRANSFER,2022-04-06,350900
Thibaut Besnard,Marie Legendre,Thibaut Besnard,mtn,RECEIPT,2022-04-07,438900
Marie Legendre,Marie Legendre,Thibaut Besnard,mtn,TRANSFER,2022-04-07,438900
Thibaut Besnard,Alphonse Couturier,Thibaut Besnard,mtn,RECEIPT,2022-04-09,104700
Alphonse Couturier,Alphonse Couturier,Thibaut Besnard,mtn,TRANSFER,2022-04-09,104700
Thibaut Besnard,,,mtn,CASH_OUT,2022-04-10,154500
Thibaut Besnard,Marine-Nicole Michel,Thibaut Besnard,mtn,RECEIPT,2022-04-11,363900
Marine-Nicole Michel,Marine-Nicole Michel,Thibaut Besnard,mtn,TRANSFER,2022-04-11,363900
Thibaut Besnard,Gérard Verdier-Allain,Thibaut Besnard,mtn,RECEIPT,2022-04-11,267000
Gérard Verdier-Allain,Gérard Verdier-Allain,Thibaut Besnard,mtn,TRANSFER,2022-04-11,267000
Thibaut Besnard,,,mtn,CASH_OUT,2022-04-12,284700
Thibaut Besnard,,,mtn,CASH_OUT,2022-04-13,320600
Thibaut Besnard,Thibaut Besnard,André de Hebert,mtn,TRANSFER,2022-04-15,47300
André de Hebert,Thibaut Besnard,André de Hebert,mtn,RECEIPT,2022-04-15,47300
Thibaut Besnard,Thibaut Besnard,François Lemaître,mtn,TRANSFER,2022-04-20,63200
François Lemaître,Thibaut Besnard,François Lemaître,mtn,RECEIPT,2022-04-20,63200
Thibaut Besnard,Thibaut Besnard,Roland-Rémy Lemonnier,mtn,TRANSFER,2022-04-21,342500
Roland-Rémy Lemonnier,Thibaut Besnard,Roland-Rémy Lemonnier,mtn,RECEIPT,2022-04-21,342500
Thibaut Besnard,Astrid Torres,Thibaut Besnard,mtn,RECEIPT,2022-04-22,128700
Astrid Torres,Astrid Torres,Thibaut Besnard,mtn,TRANSFER,2022-04-22,128700
Thibaut Besnard,Thibaut Besnard,Pauline-Alexandria Colas,mtn,TRANSFER,2022-04-25,54000
Pauline-Alexandria Colas,Thibaut Besnard,Pauline-Alexandria Colas,mtn,RECEIPT,2022-04-25,54000
Thibaut Besnard,Christelle Pascal,Thibaut Besnard,mtn,RECEIPT,2022-04-26,356600
Christelle Pascal,Christelle Pascal,Thibaut Besnard,mtn,TRANSFER,2022-04-26,356600
Thibaut Besnard,,,mtn,CASH_OUT,2022-04-27,477100
Thibaut Besnard,,,mtn,CASH_IN,2022-04-27,195100
Gérard Verdier-Allain,,,mtn,CASH_OUT,2022-04-03,489600
Gérard Verdier-Allain,Gérard Verdier-Allain,Astrid Torres,mtn,TRANSFER,2022-04-04,8300
Astrid Torres,Gérard Verdier-Allain,Astrid Torres,mtn,RECEIPT,2022-04-04,8300
Gérard Verdier-Allain,Gérard Verdier-Allain,Jacqueline Lemonnier-Nguyen,mtn,TRANSFER,2022-04-13,410300
Jacqueline Lemonnier-Nguyen,Gérard Verdier-Allain,Jacqueline Lemonnier-Nguyen,mtn,RECEIPT,2022-04-13,410300
Gérard Verdier-Allain,,,mtn,CASH_IN,2022-04-16,110500
Gérard Verdier-Allain,Matthieu Robin,Gérard Verdier-Allain,mtn,RECEIPT,2022-04-19,203000
Matthieu Robin,Matthieu Robin,Gérard Verdier-Allain,mtn,TRANSFER,2022-04-19,203000
Gérard Verdier-Allain,,,mtn,CASH_IN,2022-04-21,356200
Gérard Verdier-Allain,Gérard Verdier-Allain,Susan Buisson du Klein,mtn,TRANSFER,2022-04-25,125600
Susan Buisson du Klein,Gérard Verdier-Allain,Susan Buisson du Klein,mtn,RECEIPT,2022-04-25,125600
Susan Buisson du Klein,,,mtn,CASH_OUT,2022-04-04,261800
Susan Buisson du Klein,Susan Buisson du Klein,Margaret Cohen-Gilbert,mtn,TRANSFER,2022-04-07,57900
Margaret Cohen-Gilbert,Susan Buisson du Klein,Margaret Cohen-Gilbert,mtn,RECEIPT,2022-04-07,57900
Susan Buisson du Klein,Alphonse Couturier,Susan Buisson du Klein,mtn,RECEIPT,2022-04-08,141000
Alphonse Couturier,Alphonse Couturier,Susan Buisson du Klein,mtn,TRANSFER,2022-04-08,141000
Susan Buisson du Klein,Cécile Julien,Susan Buisson du Klein,mtn,RECEIPT,2022-04-08,209900
Cécile Julien,Cécile Julien,Susan Buisson du Klein,mtn,TRANSFER,2022-04-08,209900
Susan Buisson du Klein,Susan Buisson du Klein,Josette Dupuy du Paul,mtn,TRANSFER,2022-04-15,169900
Josette Dupuy du Paul,Susan Buisson du Klein,Josette Dupuy du Paul,mtn,RECEIPT,2022-04-15,169900
Susan Buisson du Klein,,,mtn,CASH_IN,2022-04-15,431700
Susan Buisson du Klein,,,mtn,CASH_OUT,2022-04-16,375000
Susan Buisson du Klein,Cécile Julien,Susan Buisson du Klein,mtn,RECEIPT,2022-04-16,39600
Cécile Julien,Cécile Julien,Susan Buisson du Klein,mtn,TRANSFER,2022-04-16,39600
Susan Buisson du Klein,,,mtn,CASH_IN,2022-04-19,66800
Susan Buisson du Klein,Susan Buisson du Klein,Caroline Lejeune de la Bonnet,mtn,TRANSFER,2022-04-19,221300
Caroline Lejeune de la Bonnet,Susan Buisson du Klein,Caroline Lejeune de la Bonnet,mtn,RECEIPT,2022-04-19,221300
Susan Buisson du Klein,Susan Buisson du Klein,Josette Dupuy du Paul,mtn,TRANSFER,2022-04-22,192200
Josette Dupuy du Paul,Susan Buisson du Klein,Josette Dupuy du Paul,mtn,RECEIPT,2022-04-22,192200
Susan Buisson du Klein,,,mtn,CASH_OUT,2022-04-22,37500
Susan Buisson du Klein,Susan Buisson du Klein,Marcel Besson-Barre,mtn,TRANSFER,2022-04-23,244600
Marcel Besson-Barre,Susan Buisson du Klein,Marcel Besson-Barre,mtn,RECEIPT,2022-04-23,244600
Susan Buisson du Klein,,,mtn,CASH_IN,2022-04-25,389200
Susan Buisson du Klein,Susan Buisson du Klein,Marcel Besson-Barre,mtn,TRANSFER,2022-04-26,227800
Marcel Besson-Barre,Susan Buisson du Klein,Marcel Besson-Barre,mtn,RECEIPT,2022-04-26,227800
Susan Buisson du Klein,,,mtn,CASH_OUT,2022-04-26,314600
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Alphonse Couturier,mtn,TRANSFER,2022-04-01,20000
Alphonse Couturier,Amélie-Marie Jacquot,Alphonse Couturier,mtn,RECEIPT,2022-04-01,20000
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Alexandrie Martel,mtn,TRANSFER,2022-04-02,190100
Alexandrie Martel,Amélie-Marie Jacquot,Alexandrie Martel,mtn,RECEIPT,2022-04-02,190100
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Guy Legendre,mtn,TRANSFER,2022-04-06,155700
Guy Legendre,Amélie-Marie Jacquot,Guy Legendre,mtn,RECEIPT,2022-04-06,155700
Amélie-Marie Jacquot,Caroline Lejeune de la Bonnet,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-07,433100
Caroline Lejeune de la Bonnet,Caroline Lejeune de la Bonnet,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-07,433100
Amélie-Marie Jacquot,,,mtn,CASH_IN,2022-04-09,51200
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Margaret Cohen-Gilbert,mtn,TRANSFER,2022-04-12,78200
Margaret Cohen-Gilbert,Amélie-Marie Jacquot,Margaret Cohen-Gilbert,mtn,RECEIPT,2022-04-12,78200
Amélie-Marie Jacquot,,,mtn,CASH_OUT,2022-04-13,342400
Amélie-Marie Jacquot,Christelle Pascal,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-14,236400
Christelle Pascal,Christelle Pascal,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-14,236400
Amélie-Marie Jacquot,,,mtn,CASH_OUT,2022-04-14,364700
Amélie-Marie Jacquot,,,mtn,CASH_IN,2022-04-15,143500
Amélie-Marie Jacquot,Amélie-Marie Jacquot,Matthieu Robin,mtn,TRANSFER,2022-04-15,285900
Matthieu Robin,Amélie-Marie Jacquot,Matthieu Robin,mtn,RECEIPT,2022-04-15,285900
Amélie-Marie Jacquot,,,mtn,CASH_IN,2022-04-18,373300
Amélie-Marie Jacquot,Christine Morvan,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-18,454200
Christine Morvan,Christine Morvan,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-18,454200
Amélie-Marie Jacquot,Margaret Cohen-Gilbert,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-18,220700
Margaret Cohen-Gilbert,Margaret Cohen-Gilbert,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-18,220700
Amélie-Marie Jacquot,,,mtn,CASH_IN,2022-04-19,263400
Amélie-Marie Jacquot,Louise Hervé,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-20,56200
Louise Hervé,Louise Hervé,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-20,56200
Amélie-Marie Jacquot,,,mtn,CASH_IN,2022-04-24,220800
Amélie-Marie Jacquot,,,mtn,CASH_OUT,2022-04-25,248100
Amélie-Marie Jacquot,Henri Weiss,Amélie-Marie Jacquot,mtn,RECEIPT,2022-04-26,142600
Henri Weiss,Henri Weiss,Amélie-Marie Jacquot,mtn,TRANSFER,2022-04-26,142600
Marine-Nicole Michel,Marine-Nicole Michel,Marcel Besson-Barre,mtn,TRANSFER,2022-04-01,135400
Marcel Besson-Barre,Marine-Nicole Michel,Marcel Besson-Barre,mtn,RECEIPT,2022-04-01,135400
Marine-Nicole Michel,Diane Le Goff,Marine-Nicole Michel,mtn,RECEIPT,2022-04-02,159700
Diane Le Goff,Diane Le Goff,Marine-Nicole Michel,mtn,TRANSFER,2022-04-02,159700
Marine-Nicole Michel,Marine-Nicole Michel,Marcel Besson-Barre,mtn,TRANSFER,2022-04-02,189100
Marcel Besson-Barre,Marine-Nicole Michel,Marcel Besson-Barre,mtn,RECEIPT,2022-04-02,189100
Marine-Nicole Michel,Alexandrie Martel,Marine-Nicole Michel,mtn,RECEIPT,2022-04-03,344900
Alexandrie Martel,Alexandrie Martel,Marine-Nicole Michel,mtn,TRANSFER,2022-04-03,344900
Marine-Nicole Michel,Antoinette Leconte-Boutin,Marine-Nicole Michel,mtn,RECEIPT,2022-04-03,291300
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Marine-Nicole Michel,mtn,TRANSFER,2022-04-03,291300
Marine-Nicole Michel,Thibault Martin,Marine-Nicole Michel,mtn,RECEIPT,2022-04-03,493900
Thibault Martin,Thibault Martin,Marine-Nicole Michel,mtn,TRANSFER,2022-04-03,493900
Marine-Nicole Michel,Marine-Nicole Michel,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-04,337100
Sabine-Michelle Fontaine,Marine-Nicole Michel,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-04,337100
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-04-05,262400
Marine-Nicole Michel,,,mtn,CASH_IN,2022-04-05,372800
Marine-Nicole Michel,Astrid Torres,Marine-Nicole Michel,mtn,RECEIPT,2022-04-09,139300
Astrid Torres,Astrid Torres,Marine-Nicole Michel,mtn,TRANSFER,2022-04-09,139300
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-04-10,474400
Marine-Nicole Michel,Margaret Cohen-Gilbert,Marine-Nicole Michel,mtn,RECEIPT,2022-04-17,23400
Margaret Cohen-Gilbert,Margaret Cohen-Gilbert,Marine-Nicole Michel,mtn,TRANSFER,2022-04-17,23400
Marine-Nicole Michel,,,mtn,CASH_IN,2022-04-21,151600
Marine-Nicole Michel,Marine-Nicole Michel,Honoré Klein,mtn,TRANSFER,2022-04-22,17700
Honoré Klein,Marine-Nicole Michel,Honoré Klein,mtn,RECEIPT,2022-04-22,17700
Marine-Nicole Michel,Roland-Rémy Lemonnier,Marine-Nicole Michel,mtn,RECEIPT,2022-04-23,146200
Roland-Rémy Lemonnier,Roland-Rémy Lemonnier,Marine-Nicole Michel,mtn,TRANSFER,2022-04-23,146200
Marine-Nicole Michel,,,mtn,CASH_OUT,2022-04-26,156500
Marine-Nicole Michel,Astrid Torres,Marine-Nicole Michel,mtn,RECEIPT,2022-04-27,12300
Astrid Torres,Astrid Torres,Marine-Nicole Michel,mtn,TRANSFER,2022-04-27,12300
Cécile Julien,Cécile Julien,Christelle Pascal,mtn,TRANSFER,2022-04-05,387200
Christelle Pascal,Cécile Julien,Christelle Pascal,mtn,RECEIPT,2022-04-05,387200
Cécile Julien,,,mtn,CASH_IN,2022-04-05,7300
Cécile Julien,Cécile Julien,Josette Dupuy du Paul,mtn,TRANSFER,2022-04-08,247000
Josette Dupuy du Paul,Cécile Julien,Josette Dupuy du Paul,mtn,RECEIPT,2022-04-08,247000
Cécile Julien,,,mtn,CASH_OUT,2022-04-08,111600
Cécile Julien,Jacqueline Lemonnier-Nguyen,Cécile Julien,mtn,RECEIPT,2022-04-09,165600
Jacqueline Lemonnier-Nguyen,Jacqueline Lemonnier-Nguyen,Cécile Julien,mtn,TRANSFER,2022-04-09,165600
Cécile Julien,,,mtn,CASH_IN,2022-04-10,478300
Cécile Julien,Cécile Julien,Adrien Dupré du Hamon,mtn,TRANSFER,2022-04-13,312400
Adrien Dupré du Hamon,Cécile Julien,Adrien Dupré du Hamon,mtn,RECEIPT,2022-04-13,312400
Cécile Julien,Cécile Julien,Alexandrie Martel,mtn,TRANSFER,2022-04-14,150500
Alexandrie Martel,Cécile Julien,Alexandrie Martel,mtn,RECEIPT,2022-04-14,150500
Cécile Julien,Caroline Lejeune de la Bonnet,Cécile Julien,mtn,RECEIPT,2022-04-17,89400
Caroline Lejeune de la Bonnet,Caroline Lejeune de la Bonnet,Cécile Julien,mtn,TRANSFER,2022-04-17,89400
Cécile Julien,,,mtn,CASH_OUT,2022-04-17,133200
Cécile Julien,,,mtn,CASH_OUT,2022-04-20,166200
Cécile Julien,,,mtn,CASH_IN,2022-04-25,333500
Cécile Julien,,,mtn,CASH_IN,2022-04-27,145200
Marie Legendre,Marie Legendre,Alexandrie Martel,mtn,TRANSFER,2022-04-01,302000
Alexandrie Martel,Marie Legendre,Alexandrie Martel,mtn,RECEIPT,2022-04-01,302000
Marie Legendre,,,mtn,CASH_OUT,2022-04-01,498400
Marie Legendre,François Lemaître,Marie Legendre,mtn,RECEIPT,2022-04-02,323400
François Lemaître,François Lemaître,Marie Legendre,mtn,TRANSFER,2022-04-02,323400
Marie Legendre,Marie Legendre,Henri Weiss,mtn,TRANSFER,2022-04-03,393700
Henri Weiss,Marie Legendre,Henri Weiss,mtn,RECEIPT,2022-04-03,393700
Marie Legendre,,,mtn,CASH_IN,2022-04-06,445100
Marie Legendre,Adrien Dupré du Hamon,Marie Legendre,mtn,RECEIPT,2022-04-06,301200
Adrien Dupré du Hamon,Adrien Dupré du Hamon,Marie Legendre,mtn,TRANSFER,2022-04-06,301200
Marie Legendre,,,mtn,CASH_IN,2022-04-07,421800
Marie Legendre,,,mtn,CASH_OUT,2022-04-08,411300
Marie Legendre,Sabine-Michelle Fontaine,Marie Legendre,mtn,RECEIPT,2022-04-09,313800
Sabine-Michelle Fontaine,Sabine-Michelle Fontaine,Marie Legendre,mtn,TRANSFER,2022-04-09,313800
Marie Legendre,Marie Legendre,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-04-11,476400
Antoinette Leconte-Boutin,Marie Legendre,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-04-11,476400
Marie Legendre,Marie Legendre,Matthieu Robin,mtn,TRANSFER,2022-04-11,114400
Matthieu Robin,Marie Legendre,Matthieu Robin,mtn,RECEIPT,2022-04-11,114400
Marie Legendre,,,mtn,CASH_OUT,2022-04-11,115400
Marie Legendre,Marie Legendre,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-12,354100
Sabine-Michelle Fontaine,Marie Legendre,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-12,354100
Marie Legendre,Christine Morvan,Marie Legendre,mtn,RECEIPT,2022-04-13,453500
Christine Morvan,Christine Morvan,Marie Legendre,mtn,TRANSFER,2022-04-13,453500
Marie Legendre,,,mtn,CASH_OUT,2022-04-14,52200
Marie Legendre,,,mtn,CASH_IN,2022-04-17,67300
Marie Legendre,,,mtn,CASH_OUT,2022-04-26,404200
Marie Legendre,,,mtn,CASH_OUT,2022-04-27,78000
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-02,70800
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-04,165100
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-05,30900
Sabine-Michelle Fontaine,Véronique du Schmitt,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-09,459300
Véronique du Schmitt,Véronique du Schmitt,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-09,459300
Sabine-Michelle Fontaine,Alphonse Couturier,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-11,166000
Alphonse Couturier,Alphonse Couturier,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-11,166000
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-11,255500
Sabine-Michelle Fontaine,Guy Legendre,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-12,168200
Guy Legendre,Guy Legendre,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-12,168200
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-13,420400
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-14,286000
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-15,96100
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-16,389800
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-16,473100
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-17,328800
Sabine-Michelle Fontaine,,,mtn,CASH_IN,2022-04-20,8900
Sabine-Michelle Fontaine,Sabine-Michelle Fontaine,Alphonse Couturier,mtn,TRANSFER,2022-04-21,194700
Alphonse Couturier,Sabine-Michelle Fontaine,Alphonse Couturier,mtn,RECEIPT,2022-04-21,194700
Sabine-Michelle Fontaine,Sabine-Michelle Fontaine,Matthieu Robin,mtn,TRANSFER,2022-04-22,45800
Matthieu Robin,Sabine-Michelle Fontaine,Matthieu Robin,mtn,RECEIPT,2022-04-22,45800
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-22,134600
Sabine-Michelle Fontaine,,,mtn,CASH_OUT,2022-04-22,102500
Sabine-Michelle Fontaine,Honoré Klein,Sabine-Michelle Fontaine,mtn,RECEIPT,2022-04-27,155900
Honoré Klein,Honoré Klein,Sabine-Michelle Fontaine,mtn,TRANSFER,2022-04-27,155900
Véronique du Schmitt,,,mtn,CASH_OUT,2022-04-01,264000
Véronique du Schmitt,,,mtn,CASH_IN,2022-04-05,347300
Véronique du Schmitt,Véronique du Schmitt,Caroline Lejeune de la Bonnet,mtn,TRANSFER,2022-04-07,115300
Caroline Lejeune de la Bonnet,Véronique du Schmitt,Caroline Lejeune de la Bonnet,mtn,RECEIPT,2022-04-07,115300
Véronique du Schmitt,,,mtn,CASH_OUT,2022-04-08,429200
Véronique du Schmitt,Véronique du Schmitt,Antoinette Leconte-Boutin,mtn,TRANSFER,2022-04-08,46700
Antoinette Leconte-Boutin,Véronique du Schmitt,Antoinette Leconte-Boutin,mtn,RECEIPT,2022-04-08,46700
Véronique du Schmitt,Matthieu Robin,Véronique du Schmitt,mtn,RECEIPT,2022-04-11,220300
Matthieu Robin,Matthieu Robin,Véronique du Schmitt,mtn,TRANSFER,2022-04-11,220300
Véronique du Schmitt,Véronique du Schmitt,Honoré Klein,mtn,TRANSFER,2022-04-13,398500
Honoré Klein,Véronique du Schmitt,Honoré Klein,mtn,RECEIPT,2022-04-13,398500
Véronique du Schmitt,,,mtn,CASH_IN,2022-04-13,473000
Véronique du Schmitt,,,mtn,CASH_IN,2022-04-17,452600
Véronique du Schmitt,,,mtn,CASH_IN,2022-04-19,464800
Véronique du Schmitt,,,mtn,CASH_IN,2022-04-19,480000
Véronique du Schmitt,Astrid Torres,Véronique du Schmitt,mtn,RECEIPT,2022-04-22,330900
Astrid Torres,Astrid Torres,Véronique du Schmitt,mtn,TRANSFER,2022-04-22,330900
Véronique du Schmitt,,,mtn,CASH_OUT,2022-04-22,233500
Marcel Besson-Barre,Jacqueline Lemonnier-Nguyen,Marcel Besson-Barre,mtn,RECEIPT,2022-04-04,205200
Jacqueline Lemonnier-Nguyen,Jacqueline Lemonnier-Nguyen,Marcel Besson-Barre,mtn,TRANSFER,2022-04-04,205200
Marcel Besson-Barre,Astrid Torres,Marcel Besson-Barre,mtn,RECEIPT,2022-04-06,108600
Astrid Torres,Astrid Torres,Marcel Besson-Barre,mtn,TRANSFER,2022-04-06,108600
Marcel Besson-Barre,,,mtn,CASH_OUT,2022-04-07,478300
Marcel Besson-Barre,,,mtn,CASH_IN,2022-04-09,31500
Marcel Besson-Barre,Christelle Pascal,Marcel Besson-Barre,mtn,RECEIPT,2022-04-09,378900
Christelle Pascal,Christelle Pascal,Marcel Besson-Barre,mtn,TRANSFER,2022-04-09,378900
Marcel Besson-Barre,Matthieu Robin,Marcel Besson-Barre,mtn,RECEIPT,2022-04-10,369600
Matthieu Robin,Matthieu Robin,Marcel Besson-Barre,mtn,TRANSFER,2022-04-10,369600
Marcel Besson-Barre,,,mtn,CASH_OUT,2022-04-12,314300
Marcel Besson-Barre,Caroline Lejeune de la Bonnet,Marcel Besson-Barre,mtn,RECEIPT,2022-04-12,478200
Caroline Lejeune de la Bonnet,Caroline Lejeune de la Bonnet,Marcel Besson-Barre,mtn,TRANSFER,2022-04-12,478200
Marcel Besson-Barre,Gabriel Ruiz-Léger,Marcel Besson-Barre,mtn,RECEIPT,2022-04-13,478000
Gabriel Ruiz-Léger,Gabriel Ruiz-Léger,Marcel Besson-Barre,mtn,TRANSFER,2022-04-13,478000
Marcel Besson-Barre,François Lemaître,Marcel Besson-Barre,mtn,RECEIPT,2022-04-15,325000
François Lemaître,François Lemaître,Marcel Besson-Barre,mtn,TRANSFER,2022-04-15,325000
Marcel Besson-Barre,,,mtn,CASH_IN,2022-04-16,16300
Marcel Besson-Barre,Marcel Besson-Barre,Adrien Dupré du Hamon,mtn,TRANSFER,2022-04-16,326000
Adrien Dupré du Hamon,Marcel Besson-Barre,Adrien Dupré du Hamon,mtn,RECEIPT,2022-04-16,326000
Marcel Besson-Barre,,,mtn,CASH_IN,2022-04-16,36600
Marcel Besson-Barre,Astrid Torres,Marcel Besson-Barre,mtn,RECEIPT,2022-04-16,361400
Astrid Torres,Astrid Torres,Marcel Besson-Barre,mtn,TRANSFER,2022-04-16,361400
Marcel Besson-Barre,Antoinette Leconte-Boutin,Marcel Besson-Barre,mtn,RECEIPT,2022-04-17,284900
Antoinette Leconte-Boutin,Antoinette Leconte-Boutin,Marcel Besson-Barre,mtn,TRANSFER,2022-04-17,284900
Marcel Besson-Barre,,,mtn,CASH_IN,2022-04-18,329400
Marcel Besson-Barre,,,mtn,CASH_IN,2022-04-19,202600
Marcel Besson-Barre,Marcel Besson-Barre,Margaret Cohen-Gilbert,mtn,TRANSFER,2022-04-22,115300
Margaret Cohen-Gilbert,Marcel Besson-Barre,Margaret Cohen-Gilbert,mtn,RECEIPT,2022-04-22,115300
